TITOLO,ISSN
INTERNATIONAL JOURNAL OF THE SOCIOLOGY OF LANGUAGE,0165-2516
INTERNATIONAL JOURNAL OF THE SOCIOLOGY OF LAW,0194-6595
INTERNATIONAL JOURNAL OF TRANSITIONAL JUSTICE,1752-7716
INTERNATIONAL JOURNAL OF URBAN AND REGIONAL RESEARCH,0309-1317
INTERNATIONAL JOURNAL OF URBAN AND REGIONAL RESEARCH,1468-2427
INTERNATIONAL JOURNAL OF WEB BASED COMMUNITIES,1477-8394
INTERNATIONAL JOURNAL OF WORK ORGANISATION AND EMOTION,1740-8938
INTERNATIONAL JOURNAL ON MINORITY AND GROUP RIGHTS,1385-4879
INTERNATIONAL JOURNAL ON MULTICULTURAL SOCIETIES,1817-4574
INTERNATIONAL LABOR AND WORKING-CLASS HISTORY,0147-5479
INTERNATIONAL LABOR AND WORKING-CLASS HISTORY,1471-6445
INTERNATIONAL LABOR BRIEF,1599-8355
INTERNATIONAL LEADERSHIP JOURNAL,1944-7426
INTERNATIONAL MIGRATION,0020-7985
INTERNATIONAL MIGRATION REVIEW,0197-9183
INTERNATIONAL MIGRATION REVIEW,1747-7379
INTERNATIONAL ORGANIZATION,0020-8183
INTERNATIONAL ORGANIZATION,1531-5088
INTERNATIONAL PEACEKEEPING,1353-3312
INTERNATIONAL PEACEKEEPING,1380-748X
INTERNATIONAL PERSPECTIVES ON SEXUAL AND REPRODUCTIVE HEALTH,1944-0391
INTERNATIONAL POLITICAL SCIENCE REVIEW,0192-5121
INTERNATIONAL POLITICAL SOCIOLOGY,1749-5679
INTERNATIONAL POLITICAL SOCIOLOGY,1749-5687
INTERNATIONAL POLITICS,1384-5748
INTERNATIONAL PUBLIC MANAGEMENT JOURNAL,1096-7494
INTERNATIONAL PUBLIC MANAGEMENT REVIEW,1662-1387
INTERNATIONAL RELATIONS,0047-1178
INTERNATIONAL RELATIONS,1741-2862
INTERNATIONAL RELATIONS OF THE ASIA-PACIFIC,1470-482X
INTERNATIONAL REVIEW FOR THE SOCIOLOGY OF SPORT,1012-6902
INTERNATIONAL REVIEW FOR THE SOCIOLOGY OF SPORT,1461-7218
INTERNATIONAL REVIEW OF ADMINISTRATIVE SCIENCES,0020-8523
INTERNATIONAL REVIEW OF ECONOMICS,1863-4613
INTERNATIONAL REVIEW OF ECONOMICS,1865-1704
INTERNATIONAL REVIEW OF SOCIAL HISTORY,0020-8590
INTERNATIONAL REVIEW OF SOCIAL HISTORY,1469-512X
INTERNATIONAL REVIEW OF SOCIAL RESEARCH,2069-8267
INTERNATIONAL REVIEW OF THE AESTHETICS AND SOCIOLOGY OF MUSIC,0351-5796
INTERNATIONAL REVIEW OF VICTIMOLOGY,0269-7580
INTERNATIONAL SECURITY,0162-2889
INTERNATIONAL SECURITY,1531-4804
INTERNATIONAL SOCIAL SCIENCE JOURNAL,0020-8701
INTERNATIONAL SOCIAL SECURITY REVIEW,0020-871X
INTERNATIONAL SOCIAL SECURITY REVIEW,1468-246X
INTERNATIONAL SOCIAL WORK,0020-8728
INTERNATIONAL SOCIOLOGY,0268-5809
INTERNATIONAL STUDIES IN PHILOSOPHY,0270-5664
INTERNATIONAL STUDIES OF MANAGEMENT & ORGANIZATION,0020-8825
INTERNATIONAL STUDIES PERSPECTIVES,1528-3577
INTERNATIONAL STUDIES PERSPECTIVES,1528-3585
INTERNATIONAL STUDIES QUARTERLY,0020-8833
INTERNATIONAL STUDIES QUARTERLY,1468-2478
INTERNATIONAL STUDIES REVIEW,1468-2486
INTERNATIONAL STUDIES REVIEW,1521-9488
INTERNATIONAL TAX AND PUBLIC FINANCE,0927-5940
INTERNATIONAL THEORY,1752-9719
INTERNATIONAL TRANSACTIONS IN OPERATIONAL RESEARCH,0969-6016
INTERNATIONALE POLITIK,1430-175X
INTERNATIONALE SCHULBUCHFORSCHUNG,0172-8237
INTERNATIONALES ASIEN FORUM,0020-9449
INTERNET RESEARCH-ELECTRONIC NETWORKING APPLICATIONS AND POLICY,1066-2243
INTERPRETATION-A JOURNAL OF POLITICAL PHILOSOPHY,0020-9635
INTERPRETING,1384-6647
INTERSEZIONI,0393-2451
INTERVENTIONS,1369-801X
INTERVENTIONS ÉCONOMIQUES,1710-7377
INTRASFORMAZIONE,2281-1532
INVESTIGACIONES HISTÓRICAS,0210-9425
IRANIAN REVIEW OF FOREIGN AFFAIRS,2008-8221
IRCOCERVO,1722-392X
IRIDE,1122-7893
IRIS,1023-8565
IRIS,2036-3257
IRISH EDUCATIONAL STUDIES,0332-3315
IRISH JOURNAL OF SOCIOLOGY,0791-6035
IRISH MIGRATION STUDIES IN LATIN AMERICA,1661-6065
IRISH STUDIES IN INTERNATIONAL AFFAIRS,0332-1460
ISIG,1826-3003
ISIG MAGAZINE,1826-3011
ISIM NEWSLETTER,1388-9788
ISLAM AND CHRISTIAN-MUSLIM RELATIONS,0959-6410
ISLAM ET SOCIETES AU SUD DU SAHARA,0984-7685
ISLAMIC STUDIES,0578-8072
ISONOMIA,1405-0218
ISONOMIA,2037-4348
ISPI RELAZIONI INTERNAZIONALI,1720-2078
ISRAEL LAW REVIEW,0021-2237
ISRAEL STUDIES,1084-9513
ISRE,1973-6533
ISTITUZIONI E SVILUPPO ECONOMICO,1828-518X
ITALIA CONTEMPORANEA,0392-1077
ITALIAN AMERICANA,0096-8846
ITALIAN CULTURE,0161-4622
ITALIAN HEART JOURNAL,1129-471X
ITALIAN HISTORY & CULTURE,1123-2463
ITALIAN JOURNAL OF PUBLIC HEALTH,1723-7807
ITALIAN JOURNAL OF PUBLIC LAW,2239-8279
ITALIAN JOURNAL OF SOCIOLOGY OF EDUCATION,2035-4983
ITALIAN JOURNAL ON ADDICTION,2239-5652
ITALIAN POLITICAL SCIENCE,2420-8434
ITALIAN POLITICS & SOCIETY,1497-0716
ITALIAN SOCIOLOGICAL REVIEW,2239-8589
ITALIAN STUDIES,0075-1634
ITALIES,1275-7519
ITALUS HORTUS,1127-3496
ITINERA,2039-926X
"ITINÉRAIRES. LITTÉRATURE, TEXTES, CULTURES",2100-1340
ITINERARI,2036-9484
ITINERARI DI RICERCA STORICA,1121-1156
ITINERARIOS,1507-7241
ITPCM INTERNATIONAL COMMENTARY,2239-7949
IURA VASCONIAE,1699-5376
IUS17,2239-2424
IUSTITIA,0021-3268
JAHRBUCH DER ÖSTERREICHISCHEN KARL-JASPERS-GESELLSCHAFT,1019-3251
JAHRBUCH FÜR RELIGIONSPHILOSOPHIE,1619-9588
JANE'S INTELLIGENCE REVIEW,1350-6226
JANUS,1828-4221
JAPAN FORUM,0955-5803
JAPANESE JOURNAL OF POLITICAL SCIENCE,1468-1099
JASSS,1460-7425
JAVNOST,1318-3222
JCOM: JOURNAL OF SCIENCE COMMUNICATIONS,1824-2049
JE-LKS. JOURNAL OF E-LEARNING AND KNOWLEDGE SOCIETY,1826-6223
JE-LKS. JOURNAL OF E-LEARNING AND KNOWLEDGE SOCIETY,1971-8829
JEP EUROPEAN JOURNAL OF PSYCHOANALYSIS,2038-5196
JERUSALEM STUDIES IN ARABIC AND ISLAM,0334-4118
JIHOCESKY SBORNIK HISTORICKY,0323-004X
JINBUNGAKU KENKYŪJOHŌ,0287-7082
JINDAISHI YANJIU,1001-6708
JOURNAL DES AFRICANISTES,0399-0346
JOURNAL FOR CULTURAL RESEARCH,1479-7585
JOURNAL FOR THE SCIENTIFIC STUDY OF RELIGION,0021-8294
JOURNAL FOR THE STUDY OF RADICALISM,1930-1189
JOURNAL FUER ENTWICKLUNGSPOLITIK,0258-2384
JOURNAL INTERNATIONAL DE BIOÉTHIQUE,1287-7352
JOURNAL OF ACCOUNTING AND PUBLIC POLICY,0278-4254
JOURNAL OF ACCOUNTING AND PUBLIC POLICY,1873-2070
JOURNAL OF ADOLESCENT HEALTH,1054-139X
JOURNAL OF ADULT AND CONTINUING EDUCATION,1477-9714
JOURNAL OF ADVANCED NURSING,0309-2402
JOURNAL OF ADVERTISING RESEARCH,0021-8499
JOURNAL OF AFRICAN AND INTERNATIONAL LAW,1821-620X
JOURNAL OF AFRICAN CULTURAL STUDIES,1369-6815
JOURNAL OF AFRICAN HISTORY,0021-8537
JOURNAL OF AFRICAN HISTORY,1469-5138
JOURNAL OF AGING & SOCIAL POLICY,0895-9420
JOURNAL OF AGING STUDIES,0890-4065
JOURNAL OF AGRARIAN CHANGE,1471-0358
JOURNAL OF AGRICULTURAL SCIENCE AND TECHNOLOGY. B,2161-6264
JOURNAL OF ALTERNATIVE AND COMPLEMENTARY MEDICINE,1075-5535
JOURNAL OF AMERICAN HISTORY,0021-8723
JOURNAL OF AMERICAN STUDIES,0021-8758
JOURNAL OF AMERICAN STUDIES,1469-5154
JOURNAL OF APPLIED COMMUNICATION RESEARCH,0090-9882
JOURNAL OF APPLIED ECONOMICS,1514-0326
JOURNAL OF APPLIED PHILOSOPHY,0264-3758
JOURNAL OF ARAB & MUSLIM MEDIA RESEARCH,1751-9411
JOURNAL OF ARAB AFFAIRS,0275-3588
JOURNAL OF ASIAN AND AFRICAN STUDIES,0021-9096
JOURNAL OF ASIAN STUDIES,0021-9118
JOURNAL OF BALKAN AND NEAR EASTERN STUDIES,1944-8953
JOURNAL OF BANKING & FINANCE,0378-4266
JOURNAL OF BEHAVIORAL AND EXPERIMENTAL ECONOMICS,2214-8043
JOURNAL OF BEHAVIORAL AND EXPERIMENTAL ECONOMICS,2214-8051
JOURNAL OF BEHAVIORAL DECISION MAKING,0894-3257
JOURNAL OF BEHAVIORAL DECISION MAKING,1099-0771
JOURNAL OF BIOTERRORISM & BIODEFENSE,2157-2526
JOURNAL OF BONE AND MINERAL METABOLISM,0914-8779
JOURNAL OF BORDERLANDS STUDIES,0886-5655
JOURNAL OF BRAND MANAGEMENT,1350-231X
JOURNAL OF BROADCASTING & ELECTRONIC MEDIA,0883-8151
JOURNAL OF CELLULAR PHYSIOLOGY,0021-9541
JOURNAL OF CENTRAL ASIAN STUDIES,1553-6521
JOURNAL OF CHILD NEUROLOGY,0883-0738
JOURNAL OF CHILDREN'S SERVICES,1746-6660
JOURNAL OF CHINESE POLITICAL SCIENCE,1080-6954
JOURNAL OF CHURCH AND STATE,0021-969X
JOURNAL OF CHURCH AND STATE,2040-4867
JOURNAL OF CIVIL LAW STUDIES,1944-3749
JOURNAL OF CIVIL SOCIETY,1744-8689
JOURNAL OF CLASSICAL SOCIOLOGY,1468-795X
JOURNAL OF COLD WAR STUDIES,1520-3972
JOURNAL OF COLD WAR STUDIES,1531-3298
"JOURNAL OF COMMODITY SCIENCE, TECHNOLOGY AND QUALITY",1971-4483
JOURNAL OF COMMON MARKET STUDIES,0021-9886
JOURNAL OF COMMON MARKET STUDIES,1468-5965
JOURNAL OF COMMUNICATION,0021-9916
JOURNAL OF COMMUNICATION INQUIRY,0196-8599
JOURNAL OF COMMUNICATION MANAGEMENT,1363-254X
JOURNAL OF COMMUNICATIONS RESEARCH,1935-3537
JOURNAL OF COMMUNITY & APPLIED SOCIAL PSYCHOLOGY,1052-9284
JOURNAL OF COMPARATIVE ECONOMICS,0147-5967
JOURNAL OF COMPARATIVE FAMILY STUDIES,0047-2328
JOURNAL OF COMPARATIVE POLICY ANALYSIS,1387-6988
JOURNAL OF COMPARATIVE POLICY ANALYSIS: RESEARCH AND PRACTICE,1572-5448
JOURNAL OF COMPARATIVE RESEARCH IN ANTHROPOLOGY AND SOCIOLOGY,2068-0317
JOURNAL OF COMPUTER-MEDIATED COMMUNICATION,1083-6101
JOURNAL OF CONFLICT RESOLUTION,0022-0027
JOURNAL OF CONFLICT STUDIES,1198-8614
JOURNAL OF CONSTITUTIONAL LAW IN EASTERN AND CENTRAL EUROPE,0928-964X
JOURNAL OF CONSUMER CULTURE,1469-5405
JOURNAL OF CONSUMER CULTURE,1741-2900
JOURNAL OF CONTEMPORARY AFRICAN STUDIES,0258-9001
JOURNAL OF CONTEMPORARY CHINA,1469-9400
JOURNAL OF CONTEMPORARY ETHNOGRAPHY,0891-2416
JOURNAL OF CONTEMPORARY EUROPEAN RESEARCH,1815-347X
JOURNAL OF CONTEMPORARY EUROPEAN STUDIES,1478-2804
JOURNAL OF CONTEMPORARY HISTORY,0022-0094
JOURNAL OF CONTEMPORARY RELIGION,1353-7903
JOURNAL OF CONTEMPORARY RELIGION,1469-9419
JOURNAL OF CONTINGENCIES AND CRISIS MANAGEMENT,0966-0879
JOURNAL OF CORPORATE CITIZENSHIP,1470-5001
JOURNAL OF CORRECTIONAL HEALTH CARE,1078-3458
JOURNAL OF CRIMINAL JUSTICE,0047-2352
JOURNAL OF CRIMINAL LAW & CRIMINOLOGY,0091-4169
JOURNAL OF CRITICAL REALISM,1476-7430
JOURNAL OF CRYSTAL GROWTH,0022-0248
JOURNAL OF CULTURAL MANAGEMENT AND POLICY,2224-2554
JOURNAL OF DEMOCRACY,1045-5736
JOURNAL OF DEMOCRACY,1086-3214
JOURNAL OF DEMOCRACY EN ESPAÑOL,0718-7890
JOURNAL OF DEVELOPMENT STUDIES,0022-0388
JOURNAL OF DIGITAL INFORMATION MANAGEMENT,0972-7272
JOURNAL OF DIVORCE & REMARRIAGE,1050-2556
JOURNAL OF EASTERN AFRICAN STUDIES,1753-1055
JOURNAL OF EASTERN AFRICAN STUDIES,1753-1063
JOURNAL OF ECONOMIC BEHAVIOR & ORGANIZATION,0167-2681
JOURNAL OF ECONOMIC ISSUES,0021-3624
JOURNAL OF ECONOMIC LITERATURE,0022-0515
JOURNAL OF ECONOMIC METHODOLOGY,1350-178X
JOURNAL OF ECONOMIC THEORY,0022-0531
JOURNAL OF EDUCATION POLICY,0268-0939
JOURNAL OF EDUCATION POLICY,1464-5106
JOURNAL OF EDUCATIONAL ADMINISTRATION,0957-8234
JOURNAL OF EDUCATIONAL ADMINISTRATION AND HISTORY,0022-0620
"JOURNAL OF EDUCATIONAL, CULTURAL AND PSYCHOLOGICAL STUDIES",2037-7924
"JOURNAL OF EDUCATIONAL, CULTURAL AND PSYCHOLOGICAL STUDIES",2037-7932
"JOURNAL OF ELECTIONS, PUBLIC OPINION AND PARTIES",1745-7289
JOURNAL OF ENDOCRINOLOGICAL INVESTIGATION,0391-4097
JOURNAL OF ENDOCRINOLOGICAL INVESTIGATION,1720-8386
JOURNAL OF ENVIRONMENTAL MANAGEMENT,0301-4797
JOURNAL OF ENVIRONMENTAL THOUGHT AND EDUCATION,1883-0714
JOURNAL OF ETHIOPIAN STUDIES,0304-2243
JOURNAL OF ETHNIC AND MIGRATION STUDIES,1369-183X
JOURNAL OF EURASIAN STUDIES,1879-3665
JOURNAL OF EUROPEAN INTEGRATION,0703-6337
JOURNAL OF EUROPEAN INTEGRATION,1477-2280
JOURNAL OF EUROPEAN INTEGRATION HISTORY,0947-9511
JOURNAL OF EUROPEAN PUBLIC POLICY,1350-1763
JOURNAL OF EUROPEAN PUBLIC POLICY,1466-4429
JOURNAL OF EUROPEAN SOCIAL POLICY,0958-9287
JOURNAL OF EUROPEAN SOCIAL POLICY,1461-7269
JOURNAL OF EVOLUTIONARY ECONOMICS,0936-9937
JOURNAL OF FAMILY ISSUES,0192-513X
JOURNAL OF FRENCH AND FRANCOPHONE PHILOSOPHY,2155-1162
JOURNAL OF FUTURES STUDIES,1027-6084
JOURNAL OF GENDER STUDIES,0958-9236
JOURNAL OF GEOGRAPHICAL SYSTEMS,1435-5930
JOURNAL OF GEOGRAPHICAL SYSTEMS,1435-5949
JOURNAL OF GLOBAL HISTORY,1740-0228
JOURNAL OF GLOBAL HISTORY,1740-0236
JOURNAL OF HAPPINESS STUDIES,1389-4978
JOURNAL OF HEAD TRAUMA REHABILITATION,0885-9701
JOURNAL OF HEALTH POLITICS POLICY AND LAW,0361-6878
JOURNAL OF HEPATOLOGY,0168-8278
JOURNAL OF HIGHER EDUCATION POLICY AND MANAGEMENT,1360-080X
JOURNAL OF HIGHER EDUCATION POLICY AND MANAGEMENT,1469-9508
JOURNAL OF HISTORICAL SOCIOLOGY,0952-1909
JOURNAL OF HOSPITALITY AND TOURISM,0972-7787
JOURNAL OF HUMAN DEVELOPMENT,1464-9888
JOURNAL OF HUMAN EVOLUTION,0047-2484
JOURNAL OF HUMAN HYPERTENSION,0950-9240
JOURNAL OF HUMAN RIGHTS,1475-4835
JOURNAL OF HUMAN SECURITY,1835-3800
JOURNAL OF HYPERTENSION,0263-6352
JOURNAL OF HYPERTENSION,1473-5598
JOURNAL OF INFORMATION TECHNOLOGY & POLITICS,1933-1681
JOURNAL OF INFORMATION TECHNOLOGY & POLITICS,1933-169X
JOURNAL OF INFORMETRICS,1751-1577
JOURNAL OF IN-SERVICE EDUCATION,1367-4587
JOURNAL OF INTERCULTURAL STUDIES,0725-6868
JOURNAL OF INTERDISCIPLINARY ECONOMICS,0260-1079
JOURNAL OF INTERDISCIPLINARY HISTORY,0022-1953
JOURNAL OF INTERNATIONAL DEVELOPMENT,0954-1748
JOURNAL OF INTERNATIONAL MIGRATION AND INTEGRATION,1488-3473
JOURNAL OF INTERNATIONAL POLITICAL THEORY,1755-0882
JOURNAL OF INTERNATIONAL POLITICAL THEORY,1755-1722
JOURNAL OF INTERNATIONAL RELATIONS & DEVELOPMENT,1408-6980
JOURNAL OF INTERPROFESSIONAL CARE,1356-1820
JOURNAL OF LANGUAGE AND POLITICS,1569-2159
JOURNAL OF LATIN AMERICAN STUDIES,0022-216X
JOURNAL OF LAW AND CONFLICT RESOLUTION,2006-9804
JOURNAL OF LAW AND SOCIETY,0263-323X
JOURNAL OF LAW ECONOMICS & ORGANIZATION,8756-6222
JOURNAL OF LEGAL PLURALISM AND UNOFFICIAL LAW,0732-9113
JOURNAL OF LEGISLATIVE STUDIES,1357-2334
JOURNAL OF LEISURE RESEARCH,0022-2216
JOURNAL OF LIBERTARIAN STUDIES,0363-2873
JOURNAL OF LOSS & TRAUMA,1532-5024
JOURNAL OF MACROMARKETING,0276-1467
JOURNAL OF MANAGEMENT STUDIES,0022-2380
JOURNAL OF MARKETING TRENDS,1961-7798
JOURNAL OF MARRIAGE AND FAMILY,1741-3737
JOURNAL OF MARRIAGE AND THE FAMILY,0022-2445
JOURNAL OF MATERIAL CULTURE,1359-1835
JOURNAL OF MIDDLE EASTERN GEOPOLITICS,1825-0483
JOURNAL OF MIXED METHODS RESEARCH,1558-6898
JOURNAL OF MODERN AFRICAN STUDIES,0022-278X
JOURNAL OF MODERN HISTORY,0022-2801
JOURNAL OF MODERN ITALIAN STUDIES,1354-571X
JOURNAL OF MODERN JEWISH STUDIES,1472-5886
JOURNAL OF MONEY LAUNDERING CONTROL,1368-5201
"JOURNAL OF MONEY, CREDIT, AND BANKING",0022-2879
JOURNAL OF MULTIDISCIPLINARY HEALTHCARE,1178-2390
JOURNAL OF NORTH AFRICAN STUDIES,1362-9387
JOURNAL OF NURSING MANAGEMENT,0966-0429
JOURNAL OF OFFICIAL STATISTICS,0282-423X
JOURNAL OF ORGANISATIONAL TRANSFORMATION & SOCIAL CHANGE,1477-9633
JOURNAL OF ORGANIZATIONAL CHANGE MANAGEMENT,0953-4814
JOURNAL OF PEACE RESEARCH,0022-3433
JOURNAL OF PEER PRODUCTION,2213-5316
JOURNAL OF PENSION ECONOMICS AND FINANCE,1474-7472
JOURNAL OF POLICY ANALYSIS AND MANAGEMENT,0276-8739
JOURNAL OF POLICY ANALYSIS AND MANAGEMENT,1520-6688
JOURNAL OF POLICY HISTORY,0898-0306
JOURNAL OF POLITICAL & MILITARY SOCIOLOGY,0047-2697
JOURNAL OF POLITICAL ECOLOGY,1073-0451
JOURNAL OF POLITICAL IDEOLOGIES,1356-9317
JOURNAL OF POLITICAL IDEOLOGIES,1469-9613
JOURNAL OF POLITICAL MARKETING,1537-7857
JOURNAL OF POLITICAL PHILOSOPHY,0963-8016
JOURNAL OF POLITICAL PHILOSOPHY,1467-9760
JOURNAL OF POLITICS,1468-2508
JOURNAL OF POLITICS AND LAW,1913-9047
JOURNAL OF PROPERTY INVESTMENT AND FINANCE,1463-578X
JOURNAL OF PUBLIC ADMINISTRATION RESEARCH AND THEORY,1053-1858
JOURNAL OF PUBLIC ADMINISTRATION RESEARCH AND THEORY,1477-9803
JOURNAL OF PUBLIC AFFAIRS,1472-3891
JOURNAL OF PUBLIC DELIBERATION,1937-2841
JOURNAL OF PUBLIC ECONOMICS,0047-2727
JOURNAL OF PUBLIC POLICY,0143-814X
JOURNAL OF PUBLIC POLICY,1469-7815
JOURNAL OF PUBLIC RELATIONS RESEARCH,1062-726X
JOURNAL OF QUANTITATIVE CRIMINOLOGY,0748-4518
JOURNAL OF QUANTITATIVE LINGUISTICS,0929-6174
JOURNAL OF REFUGEE STUDIES,0951-6328
JOURNAL OF REHABILITATION,0022-4154
JOURNAL OF REHABILITATION MEDICINE,1650-1977
JOURNAL OF REHABILITATION MEDICINE,1651-2081
JOURNAL OF RELIGION IN AFRICA,0022-4200
JOURNAL OF RESEARCH ON ADOLESCENCE,1050-8392
JOURNAL OF RISK AND UNCERTAINTY,0895-5646
JOURNAL OF RISK RESEARCH,1366-9877
JOURNAL OF RURAL HEALTH,0890-765X
JOURNAL OF RURAL STUDIES,0743-0167
JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS,0265-4075
JOURNAL OF SOCIAL COMPLEXITY,1829-6041
JOURNAL OF SOCIAL HOUSING,2036-5284
JOURNAL OF SOCIAL PHILOSOPHY,0047-2786
JOURNAL OF SOCIAL PHILOSOPHY,1467-9833
JOURNAL OF SOCIAL POLICY,0047-2794
JOURNAL OF SOCIAL POLICY,1469-7823
JOURNAL OF SOCIAL SCIENCE EDUCATION,1618-5293
JOURNAL OF SOCIAL WORK,1468-0173
JOURNAL OF SOCIETAL AND SOCIAL POLICY,1681-2816
JOURNAL OF SOCIOCYBERNETICS,1607-8667
JOURNAL OF SOCIO-ECONOMICS,1053-5357
JOURNAL OF SOCIOLOGICAL RESEARCH,1948-5468
JOURNAL OF SOCIOLOGY AND SOCIAL WELFARE,0191-5096
JOURNAL OF SOUTHEAST ASIAN STUDIES,0022-4634
JOURNAL OF SOUTHEAST EUROPEAN & BLACK SEA STUDIES,1468-3857
JOURNAL OF SOUTHERN AFRICAN STUDIES,0305-7070
JOURNAL OF SOUTHERN EUROPE AND THE BALKANS,1461-3190
JOURNAL OF STRATEGIC STUDIES,0140-2390
JOURNAL OF THE EUROPEAN ASSOCIATION FOR STUDIES ON AUSTRALIA,2013-6897
JOURNAL OF THE EUROPEAN ECONOMIC ASSOCIATION,1542-4766
JOURNAL OF THE HISTORY OF ECONOMIC THOUGHT,1053-8372
JOURNAL OF THE HISTORY OF IDEAS,0022-5037
JOURNAL OF THE HISTORY OF IDEAS,1086-3222
JOURNAL OF THE ROYAL NOVA SCOTIA HISTORICAL SOCIETY,1486-5920
JOURNAL OF THE ROYAL STATISTICAL SOCIETY. SERIES A. STATISTICS IN SOCIETY,0964-1998
JOURNAL OF THE WORLD UNIVERSITIES FORUM,1835-2030
JOURNAL OF THEORETICAL POLITICS,0951-6298
JOURNAL OF TOURISM AND CULTURAL CHANGE,1476-6825
JOURNAL OF TRANSATLANTIC STUDIES,1479-4012
JOURNAL OF TRANSATLANTIC STUDIES,1754-1018
JOURNAL OF TRAVEL MEDICINE,1195-1982
JOURNAL OF UNIVERSAL COMPUTER SCIENCE,0948-695X
JOURNAL OF URBAN LABOUR AND LEISURE,1465-1270
JOURNAL OF VIRTUAL WORLDS RESEARCH,1941-8477
JOURNAL OF VISUAL LITERACY,1051-144X
JOURNAL OF VOCATIONAL REHABILITATION,1052-2263
"JOURNAL OF WIRELESS MOBILE NETWORKS, UBIQUITOUS COMPUTING AND DEPENDABLE APPLICATIONS",2093-5374
JOURNAL OF WOMEN POLITICS & POLICY,1554-477X
JOURNAL OF WOMEN'S HISTORY,1042-7961
JOURNAL OF WOMEN'S HISTORY,1527-2036
JOURNAL OF WORKPLACE LEARNING,1366-5626
JOURNAL OF WORKPLACE RIGHTS,1938-4998
JOURNAL OF WORLD BUSINESS,1090-9516
JOURNAL OF WORLD HISTORY,1045-6007
JOURNAL OF WORLD HISTORY,1527-8050
JOURNAL OF WORLD TRADE,1011-6702
JOURNAL OF WORLD-SYSTEMS RESEARCH,1076-156X
JOURNAL OF YOUTH STUDIES,1367-6261
JOURNALISM,1464-8849
JOURNALISM,1741-3001
JOURNALISM & MASS COMMUNICATION QUARTERLY,1077-6990
JULIET ART MAGAZINE,1122-2050
JURA GENTIUM,1826-8269
JURISPRUDENCIA ARGENTINA,0326-1190
JUS,0022-6955
JUS,1827-7942
JUSTITIËLE VERKENNINGEN,0167-5850
KAINOS,1827-3750
KANT STUDIES ONLINE,2045-3396
KANT-STUDIEN,0022-8877
KATATAY,1669-3868
KATEHEZA,0351-9007
KEIZAI KENKYU,0022-9733
KENNEDY INSTITUTE FOR ETHICS JOURNAL,1054-6863
KENNEDY INSTITUTE FOR ETHICS JOURNAL,1086-3249
KERVAN,1825-263X
KNOWLEDGE MANAGEMENT RESEARCH AND PRACTICE,1477-8238
"KNOWLEDGE, TECHNOLOGY, & POLICY",1946-4789
"KNOWLEDGE, WORK & SOCIETY",1764-5476
KOKUSAI NIHONGAKU KENKYUU SOUSHO,1883-8618
KOLNER ZEITSCHRIFT FÜR SOZIOLOGIE UND SOZIALPSYCHOLOGIE,0023-2653
KOMMUNE,0723-7669
KOREUROPA,2281-3349
KOS,0393-2095
KRITISCHE JUSTIZ,0023-4834
KRONOSCOPE,1567-715X
"KUKAN, SHAKAI, CHIRI SHISO",1342-3282
KWARTALNIK NEOFILOLOGICZNY,0023-5911
KYKÉION,1592-9914
"L’AUTRE, CLINIQUES, CULTURES ET SOCIÉTÉS",1626-5378
LA BIBLIOFILIA,0006-0941
LA CITTADINANZA EUROPEA,2039-2788
LA CLINICA TERAPEUTICA,0009-9074
LA COMUNITÀ INTERNAZIONALE,0010-5066
LA CRITICA SOCIOLOGICA,0011-1546
LA CRITICA SOCIOLOGICA,1972-5914
"LA CULTURA: RIVISTA DI FILOSOFIA, LETTERATURA, STORIA",0393-1560
LA LEGISLAZIONE PENALE,0393-134X
LA LEGISLAZIONE PENALE,2421-552X
LA LETTRE DE L'ENFANCE ET DE L'ADOLESCENCE,1951-6304
LA LETTRE DE L'INSTITUT FRANÇOIS MITTERRAND,1634-4510
LA NOUVELLE ALTERNATIVE,0764-7565
LA NUOVA CITTÀ,1128-1790
LA NUOVA GIURISPRUDENZA CIVILE COMMENTATA,1593-7305
LA PROFESSIONE SOCIALE,1122-6307
LA PSICOANALISI,0394-7505
LA RASSEGNA MENSILE DI ISRAEL,0033-9792
LA REVUE DE L'IRES,1145-1378
LA REVUE DU REDIF,2070-9021
LA REVUE INTERNATIONALE ET STRATEGIQUE,1287-1672
LA RICERCA FOLKLORICA,0391-9099
LA RICERCA SOCIALE,0392-1131
LA RIVISTA,.
LA RIVISTA DEL TURISMO,0391-4232
LA RIVISTA DEL TURISMO,1972-1390
LA RIVISTA DELLE POLITICHE SOCIALI,1724-5389
LA RIVISTA DI ENGRAMMA,1826-901X
LA RIVISTA DI FORMARENETWORK,2037-0628
LA RIVISTA DI PEDAGOGIA E DI DIDATTICA,1971-4793
LA RIVISTA DI SERVIZIO SOCIALE,0035-6522
LA RIVISTA ITALIANA DI CURE PALLIATIVE,2036-8399
LA SOCIETÀ,1120-9941
LA SOCIETÀ DEGLI INDIVIDUI,1590-7031
LA VALLE DELL'EDEN,1970-6391
LABORATOIRE ITALIEN,1627-9204
"LABORATORIO DELL'ISPF RIVISTA ELETTRONICA DI TESTI, SAGGI E STRUMENTI",1824-9817
LABOUR,0700-3862
LABOUR,1121-7081
L'ACROPOLI,1826-8870
L'ALBERO,1973-2899
LANCILLOTTO E NAUSICA,0393-5884
LANDSCAPE AND URBAN PLANNING,0169-2046
