TITOLO,ISSN
KNOWLEDGE MANAGEMENT RESEARCH AND PRACTICE,1477-8238
KNOWLEDGE ORGANIZATION,0943-7444
KNYGOTYRA,0204-2061
KOINONIA,0393-2230
KOKALOS,0392-0887
KOKUGAKUIN ZASSHI,0288-2051
KOKUSAI BUKKYOGAKU DAIGAKUIN DAIGAKU KENKYŪ KIYO,1343-4128
KOKUSAI NIHONGAKU KENKYUU SOUSHO,1883-8618
KÖLNER JAHRBUCH,0947-1553
KOMPARATIVNÌ DOSLÌDŽENNÂ SLOV'ÂNSʹKIH MOV Ì LÌTERATUR,2075-437X
KOMPʹÛTERNAÂ LINGVISTIKA I INTELLEKTUALʹNYE TEHNOLOGII,2075-7182
KOMPʹÛTERNAÂ LINGVISTIKA I INTELLEKTUALʹNYE TEHNOLOGII,2221-7932
KONSTHISTORISK TIDSKRIFT,0023-3609
KONTEKSTY,1230-6142
KORPUS - GRAMATIKA - AXIOLOGIE,1804-137X
KORUNK,1222-8338
KOS,0393-2095
KRATYLOS,0023-4567
KRITERION,0100-512X
KRITIKA,1531-023X
KRITIKA: EXPLORATIONS IN RUSSIAN AND EURASIAN HISTORY,1538-5000
KRITISCHE BERICHTE,0340-7403
KRONOS,1122-2468
KRONOS,1591-2361
KRONOS,1724-2541
KRYPTON,2282-3301
KTÈMA,0221-5896
KUBA-KÖLNER UND BONNER ARCHAEOLOGICA,.
KULTURPOETIK,1616-1203
KUMA,1724-9163
KUNST + ARCHITEKTUR IN DER SCHWEIZ,1421-086X
KUNSTCHRONIK,0023-5474
KUNSTGESCHICHTE,1868-0542
KUNSTWOLLEN,2036-6345
KWARTALNIK HISTORII ŻYDÓW,1899-3044
KWARTALNIK NEOFILOLOGICZNY,0023-5911
KYIV-MOHYLA HUMANITIES JOURNAL,2313-4895
KYKÉION,1724-0484
L' ESCALINA,2280-5095
L' ESPERANTO,1974-9147
L’ ELLISSE,1826-0187
L’ ELLISSE,2240-9688
L’ANNÉE BALZACIENNE,1969-6752
LA BALSA DE LA MEDUSA,0214-9982
LA BANQUE DES MOTS,0067-3951
LA BATTANA,0522-473X
LA BIBLIOFILIA,0006-0941
LA BRETAGNE LINGUISTIQUE,1270-2412
LA CAPITANATA,0392-3339
LA CARTELLINA,1120-4621
LA CÉLIBATAIRE,1292-2048
LA CHIMICA E L'INDUSTRIA,0009-4315
LA CIVILTA' CATTOLICA,0009-8167
LA COMUNICAZIONE,1590-864X
LA COMUNITÀ INTERNAZIONALE,0010-5066
LA CORÓNICA,0193-3892
LA CRITICA SOCIOLOGICA,0011-1546
LA CULTURA,0393-1560
LA DIANA,1126-9545
LA FAUTE À ROUSSEAU,1168-4704
LA FENICE PRIMA DELL’OPERA,2280-8116
LA FORTEZZA,1972-7402
LA FRANCE LATINE,0222-0334
LA FRANCOPOLYPHONIE,1857-1883
LA FURIA UMANA,2037-0431
LA GAZZETTA DI ISTANBUL,.
LA GAZZETTA ZEITSCHRIFT DER DEUTSCHEN ROSSINI GESELLSCHAFT,1430-9971
LA GIUSTIZIA PENALE,1971-4998
LA GRANDE OREILLE,1296-0144
LA LECTURE LITTÉRAIRE,.
LA LETTRE DE L'OCIM,0994-1908
LA LETTRE DU COLLÈGE DE FRANCE,1628-2329
LA LIBELLULA,2036-3133
LA LICORNE,0398-9992
LA LINGUA ITALIANA,1724-9074
"LA LINGUA ITALIANA: STORIA, STRUTTURA, TESTI: RIVISTA INTERNAZIONALE",1826-8080
LA LINGUISTIQUE,0075-966X
LA LINGUISTIQUE,2101-0234
LA MODERNITÀ LETTERARIA,1972-7682
LA NUOVA CITTÀ,1128-1790
LA NUOVA RICERCA,1593-7577
LA NUOVA RICERCA,1724-1944
LA NUOVA TRIBUNA LETTERARIA,.
LA PÁGINA,0214-8390
LA PANARIE,1594-8293
LA PAROLA DEL PASSATO,0031-2355
LA PAROLA DEL TESTO,1125-6486
LA PERINOLA,1138-6363
LA PORTA D'ORIENTE,.
LA PSICOANALISI,0394-7505
LA QUESTIONE ROMANTICA,1125-0364
LA RADIOLOGIA MEDICA,0033-8362
LA RASSEGNA DELLA LETTERATURA ITALIANA,0033-9423
LA RASSEGNA MENSILE DI ISRAEL,0033-9792
LA RAZÓN,1697-4476
LA REGGIA,.
LA RÈGLE DU JEU,1148-8700
LA REVISTA IBEROAMERICANA DE ARGUMENTACIÓN,.
LA REVUE BLANCHE FMR,1974-532X
LA REVUE DES DEUX RIVES,0995-4104
LA REVUE DES LETTRES MODERNES,0035-2136
LA REVUE DES LETTRES MODERNES. PAUL VALÉRY,0180-9466
LA REVUE DES MUSÉES DE FRANCE,1962-4271
LA REVUE DU LOUVRE ET DES MUSÉES DE FRANCE,0035-2608
LA REVUE INTERNATIONALE DES LIVRES & DES IDÉES,1959-6758
LA REVUE RUSSE,1161-0557
LA RICERCA FOLKLORICA,0391-9099
LA RIVIERA LIGURE,1121-9653
LA RIVISTA,.
LA RIVISTA,1825-8743
LA RIVISTA DEI LIBRI,1124-4216
LA RIVISTA DEL NUOVO CIMENTO DELLA SOCIETÀ ITALIANA DI FISICA,0393-697X
LA RIVISTA DI ARABLIT,2239-4168
LA RIVISTA DI ENGRAMMA,1826-901X
LA RIVISTA DI FORMARENETWORK,2037-0628
LA SCUOLA CATTOLICA,0036-9810
LA SCUOLA DI DOMANI,0392-5102
LA SCUOLA SE,.
LA TORRE,0040-9588
LA TORRE DI BABELE,1724-3114
LA TRIBUNE INTERNATIONALE DES LANGUES VIVANTES,0998-8076
LA VALLE DELL'EDEN,1970-6391
L'ABACO,1722-5450
LABEO,0023-6462
LABIRINTI DEL FANTASTICO,.
LABIRINTOS,1980-8895
LABORATOIRE ITALIEN,1627-9204
LABORATORIO CRITICO,2240-3574
LABORATORIO SULLE VARIETÀ ROMANZE ANTICHE,1827-6091
LABOUR,0700-3862
LABYRINTHOS,0393-0807
L'ACROPOLI,1826-8870
LADIN!,.
LADINIA,1124-1004
L'ALIGHIERI,0516-6551
L'ALIGHIERI,1724-0433
L'ANALISI LINGUISTICA E LETTERARIA,1122-1917
L'ANALISI LINGUISTICA E LETTERARIA,1827-7985
LANCIA,1137-8034
L'ANELLO CHE NON TIENE,0899-5273
LANG MATTERS,.
LANGAGE & INCONSCIENT,1779-4374
LANGAGE ET SOCIÉTÉ,2101-0382
LANGAGE ET SOCIÉTÉ (PARIS),0181-4095
LANGAGES,0458-726X
LANGAGES,1958-9549
LANGUAGE,0097-8507
LANGUAGE,1535-0665
LANGUAGE & COMMUNICATION,0271-5309
LANGUAGE ACQUISITION,1048-9223
LANGUAGE AND COGNITIVE PROCESSES,0169-0965
LANGUAGE AND DIALOGUE,2210-4119
LANGUAGE AND HISTORY,1759-7536
LANGUAGE AND INTERCULTURAL COMMUNICATION,1470-8477
LANGUAGE AND LINGUISTICS COMPASS,1749-818X
LANGUAGE AND LITERATURE,0963-9470
LANGUAGE AND LITERATURE,1461-7293
LANGUAGE AND LITERATURE-EUROPEAN LANDMARKS OF IDENTITY,1843-1577
LANGUAGE AND SPEECH,0023-8309
LANGUAGE AWARENESS,0965-8416
LANGUAGE DESIGN,1139-4218
LANGUAGE FORUM,0253-9071
LANGUAGE IN SOCIETY,0047-4045
LANGUAGE LEARNING,0023-8333
LANGUAGE LEARNING,1467-9922
LANGUAGE LEARNING & TECHNOLOGY,1094-3501
LANGUAGE LEARNING AND DEVELOPMENT,1547-5441
LANGUAGE LEARNING IN HIGHER EDUCATION,2191-611X
LANGUAGE LEARNING IN HIGHER EDUCATION,2191-6128
LANGUAGE MATTERS,1022-8195
LANGUAGE POLICY,1568-4555
LANGUAGE POLICY,1573-1863
LANGUAGE PROBLEMS & LANGUAGE PLANNING,0272-2690
LANGUAGE RESOURCES AND EVALUATION,1574-020X
LANGUAGE SCIENCES,0388-0001
LANGUAGE TEACHING,0261-4448
LANGUAGE TEACHING RESEARCH,1362-1688
LANGUAGE TYPOLOGY AND UNIVERSALS,1867-8319
LANGUAGE VALUE,1989-7103
LANGUAGE VARIATION AND CHANGE,0954-3945
"LANGUAGE, LITERATURE AND CULTURAL STUDIES",2065-3867
"LANGUAGE, SOCIETY AND CULTURE",1327-774X
LANGUAGES IN CONTRAST,1387-6759
LANGUAGES IN CONTRAST,1569-9897
LANGUE FRANÇAISE,0023-8368
LANGUE FRANÇAISE,1957-7982
LANGUES ET LITTÉRATURES DU MONDE ARABE,.
L'ANNEE BALZACIENNE,0084-6473
L'ANNÉE BAUDELAIRE,1268-4082
L'ANNÉE STENDHAL,1283-7407
L'ANNÉE STENDHALIENNE,1634-7595
L'ANTHROPOLOGIE,0003-5521
L'ANTIQUITE CLASSIQUE,0770-2817
LANX,2035-4797
LAPLAND LAW REVIEW,2242-3206
LAPURDUM,1965-0655
"L'ARCHÉOLOGUE, ARCHÉOLOGIE NOUVELLE",1255-5932
L'ARCHIGINNASIO,0409-5448
L'ARENGO,0392-6176
LARES,0023-8503
"LARS, CULTURA Y SOCIEDAD",1699-8448
LA-RTSE DPE MDZOD KHAṄ GI GSAR ʼPHRIN,2326-1374
LAS PUERTAS DEL DRAMA,1575-9504
LASER CHEMISTRY,0278-6273
L'ASINO DI B.,1593-988X
L'ASINO D'ORO,1126-7453
L'ASINO VOLA,.
L'ATELIER DU CRH,1760-7914
L'ATELIER DU ROMAN,1249-2744
LATERALITY,1357-650X
LATERANUM,1010-7215
LATIN AMERICAN JORUNAL OF CONTENT AND LANGUAGE INTEGRATED LEARNING,2011-6721
LATIN AMERICAN JORUNAL OF CONTENT AND LANGUAGE INTEGRATED LEARNING,2322-9721
LATINITAS,0023-883X
LATINITAS,2310-161X
LATIUM,0393-6813
LATOMUS,0023-8856
LATOMUS,2294-4427
LAVAL THÉOLOGIQUE ET PHILOSOPHIQUE,0023-9054
LAVERNA,0938-5835
LAW AND CRITIQUE,0957-8536
LAW AND HUMANITIES,1752-1483
LAW AND LITERATURE,1535-685X
LAZIO IERI E OGGI,0047-4231
LC RIVISTA ON-LINE DEL DIPARTIMENTO DI LETTERATURE E CULTURE EUROPEE.,1974-9465
LDV-FORUM,0175-1336
LE APUANE,.
LE BULLETIN CÉLINIEN,0252-1121
LE CHAMP DES LETTRES,2106-9093
LE DÉBAT,0246-2346
LE FABLIER,0996-6560
LE FONTI MUSICALI IN ITALIA,1120-8260
LE FORME E LA STORIA,1121-2276
LE FRANCAIS DANS LE MONDE,0015-9395
LE FRANÇAIS DANS LE MONDE. RECHERCHES ET APPLICATIONS.,0994-6632
LE FRANÇAIS MODERNE,0015-9409
LE GENRE HUMAIN,0293-0277
LE JARDIN DE MUSIQUE,1769-4469
LE JOURNAL DES SÇAVANS,0021-8103
LE LANGAGE ET L'HOMME,0458-7251
LE MAGASIN DU XIXE SIÈCLE,.
LE MÉDIÉVISTE ET L'ORDINATEUR,0223-3843
LE MOYEN FRANÇAIS,0226-0174
LE MOYEN-ÂGE,0027-2841
LE MUSEON,0771-6494
LE MUSÉON,1783-158X
LE PAON D'HÉRA,1779-2746
LE ROCAMBOLE,.
LE SIMPLEGADI,1824-5226
LE TEMPS DES MÉDIAS,1764-2507
LEA,1824-484X
LEA,1824-4920
LEA. LINGÜÍSTICA ESPAÑOLA ACTUAL,0210-6345
"LEARNING, MEDIA AND TECHNOLOGY",1743-9884
LEBENDE SPRACHEN,0023-9909
LEBENDE SPRACHEN,1868-0267
L'ECOLE DES LETTRES. SECOND CYCLE,0765-6017
LECTURA PETRARCE,1590-8380
LECTURA Y SIGNO,1885-8597
LECTURAE TROPATORUM,1974-4374
LEEDS STUDIES IN ENGLISH,0075-8566
LEER,1130-7676
LEITMOTIV,1720-3716
LEITURAS,0873-7045
LEJANA,2061-6678
LEMIR,1579-735X
LEND. LINGUA E NUOVA DIDATTICA,1121-5291
LENDEMAINS,0170-3803
LENGUA Y MIGRACIÓN,1889-5425
LENGUAJE Y TEXTOS,1133-4770
LENGUAS MODERNAS,0716-0542
LEONARDO,1530-9282
LES AMIS DE BOSSUET,0247-7432
LES AMIS DE GEORGE SAND,0244-2906
LES C@HIERS DE PSYCHOLOGIE POLITIQUE,1776-274X
LES CAHIERS DE GESTALT-THÉRAPIE,1277-6874
LES CAHIERS DE LA NOUVELLE,0294-0442
LES CAHIERS DE L'ILCEA,1639-6073
LES CAHIERS DE SAINT-MICHEL DE CUXA,1140-7530
LES CAHIERS D'HISTOIRE DE L'ART,1763-0894
LES CAHIERS DU DICTIONNAIRE,2239-0626
LES CAHIERS EUROPÉENS DE L'IMAGINAIRE,2101-6178
LES CAHIERS J.-M. G. LE CLÉZIO,1969-0398
LES CAHIERS NATURALISTES,0008-0365
LES CAHIERS SÉGURIENS,1631-5464
LES CAHIERS TRISTAN TZARA,1584-8825
LES DOSSIERS D'ARCHÉOLOGIE,1141-7137
LES DOSSIERS DE L'ARCHÉOLOGIE,0184-7538
LES ÉTUDES CLASSIQUES,0014-200X
LES ÉTUDES PHILOSOPHIQUES,0014-2166
LES LANGUES MODERNES,0023-8376
LES NOUVEAUX CAHIERS ANDRÉ BAILLON,1780-5066
LES TEMPS MODERNES,0040-3075
L'ESPRIT CRÉATEUR,0014-0767
L'ETOILE DE MER,1765-5714
"LĚTOPIS - ZEITSCHRIFT FÜR SORBISCHE SPRACHE, GESCHICHTE UND KULTUR(D)",0943-2787
LETOPIS MATICE SRPSKE,0025-5939
LETRAS,0378-4878
LETRAS,1519-3985
LETRAS DE DEUSTO,0210-3516
LETRAS LIBRES,1405-7840
LETRAS PENINSULARES,0897-7542
LETTERA INTERNAZIONALE,1592-2898
LETTERATURA & ARTE,1724-613X
LETTERATURA & SOCIETÀ,1722-5531
LETTERATURA E DIALETTI,1974-868X
LETTERATURA E DIALETTI,2035-3316
LETTERATURA E LETTERATURE,1971-906X
LETTERATURA ITALIANA ANTICA,1129-4981
LETTERATURA ITALIANA ANTICA,1724-0492
LETTERATURA ITALIANA CONTEMPORANEA,1128-241X
LETTERATURE D'AMERICA,1125-1743
LETTERATURE DI FRONTIERA,1126-7674
LETTERATURE STRANIERE &,2038-6389
LETTERE ITALIANE,0024-1334
LETTEREARTISCIENZE,.
LETTRE D'INFORMATIONS. MÉDECINE ANTIQUE ET MÉDIÉVALE,1635-3986
LETTRES ROMANES,0024-1415
LETTURE,0024-144X
LETTURE CLASSENSI,0459-1623
LETTURE CRITICHE,.
LÉTÜNK,0350-4158
LEUKANIKÀ,2421-6755
LEUSSEIN,1974-5818
LEVANT,0075-8914
LEVANTE,0024-1504
LEVIA GRAVIA,1591-7630
LEXIA,1720-5298
LEXICOGRAPHICA,0175-6206
LEXICOGRAPHICA,1865-9403
LEXIS,0254-9239
LEXIS,1951-6215
LEXIS,2210-8823
LFE. REVISTA DE LENGUAS PARA FINES ESPECÍFICOS,1133-1127
L'HISTOIRE,0182-2411
LHT,2100-0689
LIBER ANNUUS,0081-8933
LIBRI E DOCUMENTI,0390-1009
LIBRI E RIVISTE D'ITALIA,0024-2683
LIBROS & ARTES,1683-6197
LIBYA ANTIQUA,0459-2980
LIBYA ANTIQUA,2038-6427
LIBYAN STUDIES,0263-7189
LICUS,1846-1778
LIDI,.
LIDIL,1146-6480
LIDIL,1960-6052
L'IDOMENEO,2038-0313
LIGEIA,0989-6023
LIGURES,1824-7776
LILI. ZEITSCHRIFT FUER LITERATURWISSENSCHAFT UND LINGUISTIK,0049-8653
L'ILLUMINISTA,1720-5395
LIMES,1124-9048
L'IMMAGINAZIONE,.
L'IMMAGINE RIFLESSA,0391-2973
LINEA GRAFICA,0024-3744
LINEA TEMPO,1720-8203
L'INFINI,0754-023X
L'INFORMATION GRAMMATICALE,0222-9838
LINGUA,0024-3841
LINGUA AEGYPTIA,0942-5659
LINGUA E LETTERATURA,1122-3871
LINGUA E STILE,0024-385X
LINGUA E STORIA IN PUGLIA,0392-7377
LINGUA NOSTRA,0024-3868
"LINGUA NOSTRA, E OLTRE",1974-4412
LINGUA POSNANIENSIS,0079-4740
LINGUAE &,1724-8698
LINGUAGEM EM FOCO,2176-7955
LINGUAGENS,1981-9943
LINGUAS E INSTRUMENTOS LINGUISTICOS,1519-4906
LINGUE ANTICHE E MODERNE,2281-4841
LINGUE DEL MONDO,0024-3876
LINGUE E LINGUAGGI,2239-0359
LINGUE E LINGUAGGI,2239-0367
LINGUE E LINGUAGGIO,1720-9331
LINGUIST LIST,1068-4875
LINGUISTIC ANALYSIS,0098-9053
LINGUISTIC DISCOVERY,1537-0852
LINGUISTIC INQUIRY,0024-3892
LINGUISTIC REVIEW,0167-6318
LINGUISTIC TYPOLOGY,1430-0532
LINGUISTIC VARIATION,2211-6834
LINGUISTIC VARIATION YEARBOOK,1568-1483
LINGUISTICA,0024-3922
LINGUISTICA,2350-420X
LINGÜISTICA,1132-0214
LINGÜÍSTICA,2079-312X
LINGUISTICA ANTVERPIENSIA,0304-2294
LINGUISTICA BALTICA,1230-3984
LINGUISTICA COMPUTAZIONALE,0392-6907
LINGUISTICA E FILOLOGIA,1594-6517
LINGUISTICA E LETTERATURA,0392-6915
LINGUISTICA ITALIANA MERIDIONALE,1972-909X
LINGUISTICA URALICA,0868-4731
LINGUISTICA ZERO,2038-8675
LINGUISTICS,0024-3949
LINGUISTICS,1613-396X
LINGUISTICS AND EDUCATION,0898-5898
LINGUISTICS AND LITERATURE STUDIES,2331-6438
LINGUISTICS AND PHILOSOPHY,0165-0157
LINGUISTICS AND THE HUMAN SCIENCES,1742-2906
LINGUISTIK ONLINE,1615-3014
LINGUISTISCHE BERICHTE,0024-3930
LINGVISTICAE INVESTIGATIONES,0378-4169
LINGVISTICAE INVESTIGATIONES,1569-9927
LINKS,1594-5359
LINX,0246-8743
LIST. QUADERNI DI STUDI LINGUISTICI,.
LISTY FILOLOGICKÉ,0024-4457
L'ITALIA DIALETTALE,0085-2295
LITERARY & LINGUISTIC COMPUTING,0268-1145
LITERARY IMAGINATION,1523-9012
LITERARY LONDON,1744-0807
LITERARY RESEARCH,0849-0570
LITERATUR FÜR LESER,0343-1657
LITERATUR UND KRITIK,0024-466X
LITERATURA,0353-5622
LITERATŪRA,0258-0802
LITERATŪRA,1648–1143
LITERATURA E SOCIEDADE,1413-2982
LITERATURA EM DEBATE,1982-5625
LITERATURA MEXICANA,0188-2546
LITERATURA NA ŚWIECIE,0324-8305
LITERATURE COMPASS,1741-4113
LITERATURE FILM QUARTERLY,0090-4260
LITERATURE IN THE EARLY AMERICAN REPUBLIC,1938-5773
LITERATURNYJ KALENDAR. KNIGI DNA,2070-5891
LITERATUROVEDCESKIJ ZURNAL,2073-5561
LIT'ERAT'URULI DZIEBANI,1512-0732
LITERATURWISSENSCHAFTLICHES JAHRBUCH,0075-997X
LITTERAE CAELESTES,1825-9189
LITTERARIA COPERNICANA,1899-315X
LITTERATURE,0047-4800
LITTÉRATURES,0563-9751
LITTERATURES CLASSIQUES,0992-5279
LITUANISTICA,0235-716X
LIVIUS,1132-3191
LIVRAISONS D'HISTOIRE DE L'ARCHITECTURE,1627-4970
LIVRET-ANNUAIRE - ECOLE PRATIQUE DES HAUTES ÉTUDES. SECTION DES SCIENCES HISTORIQUES ET PHILOLOGIQUES,0292-0980
LLENGUA & LITERATURA,0213-6554
LLENGUA & LITERATURA,2013-9527
LLENYDDIAETH MEWN THEORI,1747-7476
LLETRES ASTURIANES,0212-0534
LO FLAMBO'-LE FLAMBEAU,1724-9589
LO SGUARDO,2036-6558
LO STRANIERO,2240-5658
LOCUS SOLUS,.
LODZ PAPERS IN PRAGMATICS,1895-6106
LOGIC AND PHILOSOPHY OF SCIENCE,1826-1043
LOGIQUE ET ANALYSE,0024-5836
LOGO,1577-5089
LOGOPEDIA E COMUNICAZIONE,1825-6724
LOGOS,.
LOGOS,0024-5887
LOGOS,1814-5914
LOGOS,1970-058X
LOGOS AND LANGUAGE,1439-9849
LOGOSPHÈRE,1698-8981
LONAARD,2045-8150
L'ORGANO,0474-6376
L'OSPITE INGRATO,1590-5608
L'OSPITE INGRATO,1974-9813
LOTUS INTERNATIONAL,1124-9064
LOXIAS,1765-3096
LRABER HASARAKAKAN GITUT‘YUNNERI,0320-8117
LSP & PROFESSIONAL COMMUNICATION,1601-1929
LSP JOURNAL,1904-4135
LUCIDAMENTE,1828-1699
LUDICA,1126-0890
LUK,1824-1875
L'ULISSE,1973-2740
LUMIÈRES,1762-4630
L'UOMO NERO,1828-4663
L'UPIR,.
LUSO-BRAZILIAN REVIEW,0024-7413
LUSO-BRAZILIAN REVIEW,1548-9957
LUSTRUM,0024-7421
LUXFLUX,.
LUXFLUX,2239-2068
LYCEUM,.
LYNX,0214-4611
M@GM@,1721-9809
MACHINE TRANSLATION,0922-6567
MACOMÈRE,1521-9968
MAGAZINE LITTÉRAIRE,0024-9807
MAGAZZINO DI FILOSOFIA,1592-5919
MAGHREB MACHREK,1762-3162
"MAGIC, RITUAL, AND WITCHCRAFT",1556-8547
MAGNA GRAECIA,0024-9955
MAGYAR LETTRE INTERNATIONALE,0866-692X
MAGYAR TERMINOLÓGIA,1789-9486
MAIA,0025-0538
MAMLŪK STUDIES REVIEW,1947-2404
MANTICHORA,2240-5380
MANUSCRIPTA,0025-2603
MANUSCRIPTA ORIENTALIA,1238-5018
MANUSCRITO,0100-6045
MANUSCRITS. UNIVERSITAT AUTÓNOMA DE BARCELONA,0213-2397
MANUSCRT.CAO,1136-3703
MANUSKRIPTE,0025-2638
MANYU YANJIU,1000-7873
MARBURGER JAHRBUCH FUER KUNSTWISSENSCHAFT,0342-121X
MARCEL PROUST AUJOURD'HUI,1571-5647
MARCIANUM,1825-991X
MARCO ELE,1885-2211
MARE INTERNUM,2035-0783
MARENOSTRUM,1827-1960
MARGES LINGUISTIQUES,1626-3162
MARGINI,1662-5579
MARIANUM,1128-689X
MARINE GEOLOGY,0025-3227
MARMORA,1824-6214
MARMORA,1826-8072
MARVELS & TALES,1521-4281
MASKE UND KOTHURN,0025-4606
MASTER DRAWINGS,0025-5025
MATERIA,1579-2641
MATERIA GIUDAICA,2282-4499
MATERIALI DI DISCUSSIONE,.
MATERIALI DI ESTETICA,2283-558X
MATERIALI E DISCUSSIONI PER L'ANALISI DEI TESTI CLASSICI,0392-6338
MATERIALS AND MANUFACTURING PROCESSES,1042-6914
MATERIALS CHEMISTRY AND PHYSICS,0254-0584
MATERIAUX POUR L'HISTOIRE DE NOTRE TEMPS,0769-3206
MATTEO BANDELLO. STUDI DI LETTERATURA RINASCIMENTALE,1826-2783
MDCCC 1800,2280-8841
MDIR. MONUMENTIDIROMA,1722-8840
MDT NYT,0907-2691
MEASUREMENT SCIENCE & TECHNOLOGY,0957-0233
MEDEDELINGEN VAN HET NEDERLANDS INSTITUUT TE ROME,0169-6572
MEDIA CULTURE & SOCIETY,0163-4437
MEDIA DUEMILA,0393-0599
MEDIA PSYCHOLOGY,1521-3269
MEDIAEVAL SOPHIA,1970-1950
MEDIAEVALIA,0361-946X
MEDIAEVALIA,2161-8046
MEDIAEVISTIK,0934-7453
MÉDIAMORPHOSES,1626-1429
MEDIAZIONI,1974-4382
MEDICAL DECISION MAKING,0272-989X
MEDICAL HISTORY,0025-7273
MEDICINA E CHIRURGIA,2279-7068
MEDICINA NEI SECOLI. ARTE E SCIENZA,0394-9001
MEDIEVAL ARCHAEOLOGY,0076-6097
MEDIEVAL CERAMICS,1358-2496
MEDIEVAL CLOTHING AND TEXTILES,1744-5787
MEDIEVAL ENCOUNTERS,1380-7854
MEDIEVAL ENGLISH THEATRE,0143-3784
MEDIEVAL PROSOPOGRAPHY,0198-9405
MEDIEVAL SERMON STUDIES,1366-0691
MEDIEVAL SETTLEMENT RESEARCH GROUP ANNUAL REPORT,0959-2474
MEDIEVAL STUDIES,0076-5872
MEDIEVAL STUDIES,2507-0436
MÉDIÉVALES,0751-2708
MÉDIÉVALES,1777-5892
MEDIEVALIA,0188-6657
MEDIEVALIA ET HUMANISTICA,0076-6127
MEDIOEVO,1125-6893
MEDIOEVO E RINASCIMENTO,0394-7858
MEDIOEVO GRECO,1593-456X
MEDIOEVO LETTERARIO D'ITALIA,1724-9090
MEDIOEVO ROMANZO,0390-0711
MEDIOEVO SAGGI E RASSEGNE,1127-2279
MEDIOEVO: RIVISTA DI STORIA DELLA FILOSOFIA MEDIEVALE,0391-2566
MEDITERRANEA,1130-6203
MEDITERRANEA,1827-0506
MEDITERRANEA. RICERCHE STORICHE,1828-230X
MEDITERRANEAN ARCHAEOLOGY,1030-8482
MEDITERRANEAN ARCHAEOLOGY & ARCHAEOMETRY,1108-9628
MEDITERRANEAN CHRONICLE,1791-9266
MEDITERRANEAN HISTORICAL REVIEW,0951-8967
MEDITERRANEAN JOURNAL OF HUMAN RIGHTS,1027-4375
MEDITERRANEAN JOURNAL OF SOCIAL SCIENCES,2039-9340
MEDITERRANEAN LANGUAGE REVIEW,0724-7567
MEDITERRANEAN POLITICS,1362-9395
MEDITERRANEAN REVIEW,2005-0836
MEDITERRANEAN STUDIES,1074-164X
MEDITERRANEE REVUE GEOGRAPHIQUE DES PAYS MEDITERRANEENS,0025-8296
MEDITERRANEO ANTICO,1127-6061
MEDIUM AEVUM,0025-8385
MEI ZHONG FA LÜ PING LUN,1548-6605
MEISTER-ECKHART-JAHRBUCH,2196-6915
MÉLANGES,0077-2712
MELANGES DE LA CASA DE VELAZQUEZ,0076-230X
MÉLANGES DE L'ÉCOLE FRANÇAISE DE ROME. ANTIQUITÉ,0223-5102
MÉLANGES DE L'ÉCOLE FRANÇAISE DE ROME. ITALIE ET MÉDITERRANÉE,1123-9891
MÉLANGES DE L'ÉCOLE FRANÇAISE DE ROME. ITALIE ET MÉDITERRANÉE,1724-2142
MÉLANGES DE L'ÉCOLE FRANÇAISE DE ROME. MOYEN AGE,1123-9883
MELUS,0163-755X
MEMINI. TRAVAUX ET DOCUMENTS,1484-2254
MEMOIRS OF THE AMERICAN ACADEMY IN ROME,0065-6801
MEMORABILIA,1579-7341
MEMORANDUM,1676-1669
MEMORIA DI SHAKESPEARE,2281-3055
MEMORIA E RICERCA,1127-0195
MEMORIA ETHNOLOGICA,1582-8573
"MEMORIE - ACCADEMIA MARCHIGIANA DI SCIENZE, LETTERE ED ARTI",1126-9456
"MEMORIE DELLA ACCADEMIA DELLE SCIENZE DI TORINO. CLASSE DI SCIENZE MORALI, STORICHE E FILOLOGICHE",1120-1622
MEMORIE DELLA ACCADEMIA LUNIGIANESE DI SCIENZE GIOVANNI CAPELLINI,1826-1221
MEMORIE DELLA ACCADEMIA LUNIGIANESE DI SCIENZE GIOVANNI CAPELLINI. SCIENZE STORICHE E MORALI,1590-1319
MEMORIE DELLA SOCIETA' GEOLOGICA ITALIANA,0375-9857
MEMORIE DELL'ISTITUTO ITALIANO DI SPELEOLOGIA. SERIE GEOLOGICA E GEOFISICA,.
"MEMORIE DELL'ISTITUTO LOMBARDO - ACCADEMIA DI SCIENZE E LETTERE. CLASSE DI LETTERE, SCIENZE MORALI E
STORICHE",1124-1969
MEMORIE DOMENICANE,1121-9343
MEMORIE FUORI SERIE DEL MUSEO CIVICO DI STORIA NATURALE DI VERONA,0507-5785
MEMORIE VALDARNESI,1122-3901
MEMORY STUDIES,1750-6980
MEN AND MASCULINITIES,1097-184X
MENDELSSOHNSTUDIEN,0340-8140
MERIDIANA,0394-4115
MERIDIONE. SUD E NORD NEL MONDO,1594-5472
MEROPE,1121-0613
MESOPOTAMIA,0076-6615
MESSANA,0461-9080
META,0026-0452
META,1492-1421
METABASIS.IT,1828-1567
METAFISICA,1724-3033
METAPHOR AND SYMBOL,1092-6488
METAPHOR AND SYMBOL,1532-7868
METAPHORIK.DE,.
METAVERSE CREATIVITY,2040-3550
MÉTHEXIS,0327-0289
MÉTHODE!,1634-4073
METIS,1592-6311
MÉTIS,0995-3310
MÈTIS,1105-2201
