SETTORE CONCORSUALE,TITOLO,ISSN,NOTE
14/C1,CRIME LAW AND SOCIAL CHANGE,0925-4994,.
14/C1,"CRIME, HISTOIRE & SOCIÉTÉS",1422-0857,.
14/C1,CRIMINOLOGY,0011-1384,.
14/C1,CRIMINOLOGY & PUBLIC POLICY,1538-6473,.
14/C1,CRITICAL INQUIRY,0093-1896,.
14/C1,CRITICAL SOCIAL POLICY,0261-0183,.
14/C1,CRITICAL STUDIES ON TERRORISM,1753-9153,.
14/C1,CRITIQUE INTERNATIONALE,1290-7839,.
14/C1,CROSS-CULTURAL RESEARCH,1069-3971,.
14/C1,CULTURAL SOCIOLOGY,1749-9755,.
14/C1,CURRENT POLITICS AND ECONOMICS OF EUROPE,1057-2309,.
14/C1,CURRENT SOCIOLOGY,0011-3921,.
14/C1,DAEDALUS,0011-5266,.
14/C1,DAEDALUS,1122-5734,In Classe A fino al 31.12.2016 - Le pubblicazioni successive a tale data non saranno ritenute di Classe A
14/C1,DAS ARGUMENT,0004-1157,.
14/C1,DEMOCRATIZATION,1351-0347,.
14/C1,DEVIANT BEHAVIOR,0163-9625,.
14/C1,DISABILITY & SOCIETY,0968-7599,.
14/C1,DROIT ET SOCIÉTÉ,0769-3362,.
14/C1,DRUGS-EDUCATION PREVENTION AND POLICY,0968-7637,.
14/C1,EAST EUROPEAN POLITICS AND SOCIETIES,0888-3254,.
14/C1,ECOLOGICAL ECONOMICS,0921-8009,.
14/C1,ECONOMICS AND PHILOSOPHY,0266-2671,.
14/C1,ECONOMY AND SOCIETY,0308-5147,.
14/C1,ELECTORAL STUDIES,0261-3794,.
14/C1,ENVIRONMENT AND PLANNING B-PLANNING & DESIGN,0265-8135,.
14/C1,ENVIRONMENT AND PLANNING C-GOVERNMENT AND POLICY,0263-774X,.
14/C1,ENVIRONMENTAL POLITICS,0964-4016,.
14/C1,ENVIRONMENTAL SCIENCE & POLICY,1462-9011,.
14/C1,ENVIRONMENTAL VALUES,0963-2719,.
14/C1,ETHNIC AND RACIAL STUDIES,0141-9870,.
14/C1,ETHNICITIES,1468-7968,.
14/C1,ETHNOGRAPHY,1466-1381,.
14/C1,ETHNOLOGIE FRANCAISE,0046-2616,.
14/C1,ETNOGRAFIA E RICERCA QUALITATIVA,1973-3194,.
14/C1,EUROPEAN HISTORY QUARTERLY,0265-6914,.
14/C1,EUROPEAN JOURNAL OF COMMUNICATION,0267-3231,.
14/C1,EUROPEAN JOURNAL OF CRIMINOLOGY,1477-3708,.
14/C1,EUROPEAN JOURNAL OF CULTURAL STUDIES,1367-5494,.
14/C1,EUROPEAN JOURNAL OF EDUCATION,0141-8211,.
14/C1,EUROPEAN JOURNAL OF INDUSTRIAL RELATIONS,0959-6801,.
14/C1,EUROPEAN JOURNAL OF INTERNATIONAL RELATIONS,1354-0661,.
14/C1,EUROPEAN JOURNAL OF LEGAL STUDIES,1973-2937,.
14/C1,EUROPEAN JOURNAL OF ONCOLOGY NURSING,1462-3889,.
14/C1,EUROPEAN JOURNAL OF POLITICAL RESEARCH,0304-4130,.
14/C1,EUROPEAN JOURNAL OF POLITICAL RESEARCH,1475-6765,.
14/C1,EUROPEAN JOURNAL OF POPULATION,0168-6577,.
14/C1,EUROPEAN JOURNAL OF PUBLIC HEALTH,1101-1262,.
14/C1,EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY,0046-2772,.
14/C1,EUROPEAN JOURNAL OF SOCIAL THEORY,1368-4310,.
14/C1,EUROPEAN JOURNAL OF SOCIAL WORK,1369-1457,.
14/C1,EUROPEAN JOURNAL ON CRIMINAL POLICY AND RESEARCH,0928-1371,.
14/C1,EUROPEAN POLITICAL SCIENCE REVIEW,1755-7739,.
14/C1,EUROPEAN SOCIETIES,1461-6696,.
14/C1,EUROPEAN SOCIOLOGICAL REVIEW,0266-7215,.
14/C1,EUROPEAN UNION POLITICS,1465-1165,.
14/C1,EUROPEAN URBAN AND REGIONAL STUDIES,0969-7764,.
14/C1,EUROPE-ASIA STUDIES,0966-8136,.
14/C1,EUROPE-ASIA STUDIES,1465-3427,.
14/C1,EVALUATION,1356-3890,.
14/C1,EVALUATION AND PROGRAM PLANNING,0149-7189,.
14/C1,EVIDENCE & POLICY,1744-2648,.
14/C1,FAMILY RELATIONS,0197-6664,.
14/C1,FASHION THEORY,1362-704X,.
14/C1,FEMINIST THEORY,1464-7001,.
14/C1,FIELD METHODS,1525-822X,.
14/C1,FUTURES,0016-3287,.
14/C1,GAMES AND CULTURE,1555-4120,.
14/C1,GAMES AND CULTURE,1555-4139,.
14/C1,GENDER & SOCIETY,0891-2432,.
14/C1,GENDER WORK AND ORGANIZATION,0968-6673,.
14/C1,GENUS,0016-6987,.
14/C1,GERMAN POLITICS,0964-4008,.
14/C1,GIORNALE ITALIANO DI PSICOLOGIA,0390-5349,.
14/C1,GLOBAL CRIME,1744-0572,.
14/C1,GLOBAL CRIME,1744-0580,.
14/C1,GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,0959-3780,.
14/C1,GLOBAL ENVIRONMENTAL POLITICS,1526-3800,.
14/C1,GLOBAL GOVERNANCE,1075-2846,.
14/C1,GLOBAL JURIST,1934-2640,.
14/C1,GLOBAL NETWORKS,1470-2266,.
14/C1,GLOBALIZATIONS,1474-7731,.
14/C1,HEALTH & SOCIAL CARE IN THE COMMUNITY,0966-0410,.
14/C1,HEALTH & SOCIAL CARE IN THE COMMUNITY,1365-2524,.
14/C1,HEALTH & SOCIAL WORK,0360-7283,.
14/C1,HEALTH COMMUNICATION,1041-0236,.
14/C1,HEALTH POLICY,0168-8510,.
14/C1,HEALTH RISK & SOCIETY,1369-8575,.
14/C1,HIGHER EDUCATION,0018-1560,.
14/C1,HIGHER EDUCATION,0882-4126,.
14/C1,HIGHER EDUCATION POLICY,0952-8733,.
14/C1,HIGHER EDUCATION RESEARCH AND DEVELOPMENT,0729-4360,.
14/C1,HOUSING STUDIES,0267-3037,.
14/C1,HOUSING STUDIES,1466-1810,.
14/C1,HUMAN COMMUNICATION RESEARCH,0360-3989,.
14/C1,HUMAN ECOLOGY,0300-7839,.
14/C1,HUMAN EVOLUTION,0393-9375,.
14/C1,HUMAN NATURE-AN INTERDISCIPLINARY BIOSOCIAL PERSPECTIVE,1045-6767,.
14/C1,HUMAN RELATIONS,0018-7267,.
14/C1,HUMAN RIGHTS QUARTERLY,0275-0392,.
14/C1,IDENTITIES,1070-289X,.
14/C1,IL GIORNALE DELL'ARCHITETTURA,1721-5463,.
14/C1,IL GIORNALE DELL'ARCHITETTURA,2284-1369,.
14/C1,IMPLICIT RELIGION,1463-9955,.
14/C1,IMPLICIT RELIGION,1743-1697,.
14/C1,INDUSTRIAL & LABOR RELATIONS REVIEW,0019-7939,.
14/C1,INDUSTRIAL RELATIONS,0019-8676,.
14/C1,INDUSTRY AND INNOVATION,1366-2716,.
14/C1,"INFORMATION, COMMUNICATION & SOCIETY",1369-118X,.
14/C1,"INFORMATION, COMMUNICATION AND SOCIETY",1468-4462,.
14/C1,INTERNATIONAL CRIMINAL LAW REVIEW,1567-536X,.
14/C1,INTERNATIONAL JOURNAL OF COMPARATIVE SOCIOLOGY,0020-7152,.
14/C1,INTERNATIONAL JOURNAL OF CONSTITUTIONAL LAW,1474-2640,.
14/C1,INTERNATIONAL JOURNAL OF CULTURAL POLICY,1028-6632,.
14/C1,INTERNATIONAL JOURNAL OF HEALTH SERVICES,0020-7314,.
14/C1,INTERNATIONAL JOURNAL OF INCLUSIVE EDUCATION,1360-3116,.
14/C1,INTERNATIONAL JOURNAL OF INTERCULTURAL RELATIONS,0147-1767,.
14/C1,INTERNATIONAL JOURNAL OF PUBLIC OPINION RESEARCH,0954-2892,.
14/C1,INTERNATIONAL JOURNAL OF PUBLIC OPINION RESEARCH,1471-6909,.
14/C1,INTERNATIONAL JOURNAL OF SOCIAL RESEARCH METHODOLOGY,1364-5579,.
14/C1,INTERNATIONAL JOURNAL OF SOCIAL WELFARE,1369-6866,.
14/C1,INTERNATIONAL JOURNAL OF THE SOCIOLOGY OF LANGUAGE,0165-2516,.
14/C1,INTERNATIONAL JOURNAL OF URBAN AND REGIONAL RESEARCH,0309-1317,.
14/C1,INTERNATIONAL JOURNAL OF URBAN AND REGIONAL RESEARCH,1468-2427,.
14/C1,INTERNATIONAL MIGRATION,0020-7985,.
14/C1,INTERNATIONAL MIGRATION REVIEW,0197-9183,.
14/C1,INTERNATIONAL MIGRATION REVIEW,1747-7379,.
14/C1,INTERNATIONAL PERSPECTIVES ON SEXUAL AND REPRODUCTIVE HEALTH,1944-0391,.
14/C1,INTERNATIONAL POLITICAL SOCIOLOGY,1749-5679,.
14/C1,INTERNATIONAL POLITICAL SOCIOLOGY,1749-5687,.
14/C1,INTERNATIONAL REVIEW FOR THE SOCIOLOGY OF SPORT,1012-6902,.
14/C1,INTERNATIONAL SOCIOLOGY,0268-5809,.
14/C1,IRIDE,1122-7893,.
14/C1,ITALIAN JOURNAL OF SOCIOLOGY OF EDUCATION,2035-4983,.
14/C1,JAPANESE JOURNAL OF POLITICAL SCIENCE,1468-1099,.
14/C1,JASSS,1460-7425,.
14/C1,JOURNAL FOR THE SCIENTIFIC STUDY OF RELIGION,0021-8294,.
14/C1,JOURNAL OF ADVERTISING RESEARCH,0021-8499,.
14/C1,JOURNAL OF AMERICAN HISTORY,0021-8723,.
14/C1,JOURNAL OF APPLIED COMMUNICATION RESEARCH,0090-9882,.
14/C1,JOURNAL OF APPLIED PHILOSOPHY,0264-3758,.
14/C1,JOURNAL OF BEHAVIORAL DECISION MAKING,0894-3257,.
14/C1,JOURNAL OF BROADCASTING & ELECTRONIC MEDIA,0883-8151,.
14/C1,JOURNAL OF CLASSICAL SOCIOLOGY,1468-795X,.
14/C1,JOURNAL OF COMMUNICATION,0021-9916,.
14/C1,JOURNAL OF COMMUNICATION INQUIRY,0196-8599,.
14/C1,JOURNAL OF COMMUNICATIONS RESEARCH,1935-3537,.
14/C1,JOURNAL OF COMPUTER-MEDIATED COMMUNICATION,1083-6101,.
14/C1,JOURNAL OF CONSUMER CULTURE,1469-5405,.
14/C1,JOURNAL OF CONSUMER CULTURE,1741-2900,.
14/C1,JOURNAL OF CONTEMPORARY ETHNOGRAPHY,0891-2416,.
14/C1,JOURNAL OF CONTEMPORARY RELIGION,1353-7903,.
14/C1,JOURNAL OF CONTEMPORARY RELIGION,1469-9419,.
14/C1,JOURNAL OF CRIMINAL JUSTICE,0047-2352,.
14/C1,JOURNAL OF CRIMINAL LAW & CRIMINOLOGY,0091-4169,.
14/C1,JOURNAL OF DEMOCRACY,1045-5736,.
14/C1,JOURNAL OF DEVELOPMENT STUDIES,0022-0388,.
14/C1,"JOURNAL OF ELECTIONS, PUBLIC OPINION AND PARTIES",1745-7289,.
14/C1,JOURNAL OF ETHNIC AND MIGRATION STUDIES,1369-183X,.
14/C1,JOURNAL OF EUROPEAN INTEGRATION,0703-6337,.
14/C1,JOURNAL OF EUROPEAN INTEGRATION,1477-2280,.
14/C1,JOURNAL OF EUROPEAN SOCIAL POLICY,0958-9287,.
14/C1,JOURNAL OF EUROPEAN SOCIAL POLICY,1461-7269,.
14/C1,JOURNAL OF GENDER STUDIES,0958-9236,.
14/C1,JOURNAL OF HAPPINESS STUDIES,1389-4978,.
14/C1,JOURNAL OF HEALTH POLITICS POLICY AND LAW,0361-6878,.
14/C1,JOURNAL OF HISTORICAL SOCIOLOGY,0952-1909,.
14/C1,JOURNAL OF INFORMETRICS,1751-1577,.
14/C1,JOURNAL OF INTERPROFESSIONAL CARE,1356-1820,.
14/C1,JOURNAL OF LEGISLATIVE STUDIES,1357-2334,.
14/C1,JOURNAL OF LEISURE RESEARCH,0022-2216,.
14/C1,JOURNAL OF MANAGEMENT STUDIES,0022-2380,.
14/C1,JOURNAL OF MARRIAGE AND FAMILY,1741-3737,.
14/C1,JOURNAL OF MARRIAGE AND THE FAMILY,0022-2445,.
14/C1,JOURNAL OF MATERIAL CULTURE,1359-1835,.
14/C1,JOURNAL OF MIXED METHODS RESEARCH,1558-6898,.
14/C1,JOURNAL OF ORGANIZATIONAL CHANGE MANAGEMENT,0953-4814,.
14/C1,JOURNAL OF POLITICAL PHILOSOPHY,0963-8016,.
14/C1,JOURNAL OF POLITICAL PHILOSOPHY,1467-9760,.
14/C1,JOURNAL OF POLITICS,1468-2508,.
14/C1,JOURNAL OF PUBLIC POLICY,0143-814X,.
14/C1,JOURNAL OF PUBLIC POLICY,1469-7815,.
14/C1,JOURNAL OF QUANTITATIVE CRIMINOLOGY,0748-4518,.
14/C1,JOURNAL OF RISK RESEARCH,1366-9877,.
14/C1,JOURNAL OF RURAL STUDIES,0743-0167,.
14/C1,JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS,0265-4075,.
14/C1,JOURNAL OF SOCIAL POLICY,0047-2794,.
14/C1,JOURNAL OF SOCIAL POLICY,1469-7823,.
14/C1,JOURNAL OF SOCIAL WORK,1468-0173,.
14/C1,JOURNAL OF YOUTH STUDIES,1367-6261,.
14/C1,JOURNALISM,1464-8849,.
14/C1,JOURNALISM,1741-3001,.
14/C1,JOURNALISM & MASS COMMUNICATION QUARTERLY,1077-6990,.
14/C1,KANT-STUDIEN,0022-8877,.
14/C1,KOLNER ZEITSCHRIFT FÜR SOZIOLOGIE UND SOZIALPSYCHOLOGIE,0023-2653,.
14/C1,LA RIVISTA DELLE POLITICHE SOCIALI,1724-5389,.
14/C1,LANGUAGE IN SOCIETY,0047-4045,.
14/C1,L'ANNÉE SOCIOLOGIQUE,0066-2399,.
14/C1,L'ARCHITECTURE D'AUJOURD'HUI,0003-8695,.
14/C1,LAW & SOCIETY REVIEW,0023-9216,.
14/C1,LAW AND CONTEMPORARY PROBLEMS,0023-9186,.
14/C1,LEGISLATIVE STUDIES QUARTERLY,0362-9805,.
14/C1,LEISURE SCIENCES,0149-0400,.
14/C1,L'HOMME ET LA SOCIÉTÉ,0018-4306,.
14/C1,LOCAL GOVERNMENT STUDIES,0300-3930,.
14/C1,LOCAL GOVERNMENT STUDIES,1743-9388,.
14/C1,MASS COMMUNICATION & SOCIETY,1520-5436,.
14/C1,MATERIALI PER UNA STORIA DELLA CULTURA GIURIDICA,1120-9607,.
14/C1,"MEDIA, CULTURE AND SOCIETY",0163-4437,.
14/C1,MEDICINA & STORIA,1722-2206,In Classe A fino al 31.12.2016 - Le pubblicazioni successive a tale data non saranno ritenute di Classe A
14/C1,MEN AND MASCULINITIES,1097-184X,.
14/C1,MERIDIANA,0394-4115,.
14/C1,METHODOLOGY-EUROPEAN JOURNAL OF RESEARCH METHODS FOR THE BEHAVIORAL AND SOCIAL SCIENCES,1614-1881,.
14/C1,MINERVA,0026-4695,.
14/C1,MOBILIZATION,1086-671X,.
14/C1,MONDI MIGRANTI,1972-4888,.
14/C1,NATURE,0028-0836,.
14/C1,NEW LEFT REVIEW,0028-6060,.
14/C1,NEW MEDIA & SOCIETY,1461-4448,.
14/C1,NEW POLITICAL ECONOMY,1356-3467,.
14/C1,NEW POLITICAL ECONOMY,1469-9923,.
14/C1,NONPROFIT AND VOLUNTARY SECTOR QUARTERLY,0899-7640,.
14/C1,NURSE EDUCATION TODAY,0260-6917,.
14/C1,ORGANIZATION,1350-5084,.
14/C1,ORGANIZATION STUDIES,0170-8406,.
14/C1,PARLIAMENTARY AFFAIRS,0031-2290,.
14/C1,PARLIAMENTARY AFFAIRS,1460-2482,.
14/C1,PARTECIPAZIONE E CONFLITTO,1972-7623,.
14/C1,PARTECIPAZIONE E CONFLITTO,2035-6609,.
14/C1,PARTY POLITICS,1354-0688,.
14/C1,PHILOSOPHY,0031-8191,.
14/C1,PHILOSOPHY,1469-817X,.
14/C1,PHILOSOPHY & PUBLIC AFFAIRS,0048-3915,.
14/C1,PHILOSOPHY & SOCIAL CRITICISM,0191-4537,.
14/C1,PHILOSOPHY & SOCIAL CRITICISM,1461-734X,.
14/C1,POETICS,0304-422X,.
14/C1,POLICY & SOCIETY,1449-4035,.
14/C1,POLICY AND POLITICS,0305-5736,.
14/C1,POLICY AND POLITICS,1470-8442,.
14/C1,POLICY STUDIES JOURNAL,0190-292X,.
14/C1,POLICY STUDIES JOURNAL,1541-0072,.
14/C1,POLIS,1120-9488,.
14/C1,POLITICAL ANALYSIS,1047-1987,.
14/C1,POLITICAL ANALYSIS,1476-4989,.
14/C1,POLITICAL BEHAVIOR,0190-9320,.
14/C1,POLITICAL BEHAVIOR,1573-6687,.
14/C1,POLITICAL COMMUNICATION,1058-4609,.
14/C1,POLITICAL COMMUNICATION,1091-7675,.
14/C1,POLITICAL PSYCHOLOGY,0162-895X,.
14/C1,POLITICAL PSYCHOLOGY,1467-9221,.
14/C1,POLITICAL RESEARCH QUARTERLY,1065-9129,.
14/C1,POLITICAL STUDIES,0032-3217,.
14/C1,POLITICAL STUDIES,1467-9248,.
14/C1,POLITICAL STUDIES REVIEW,1478-9299,.
14/C1,POLITICAL STUDIES REVIEW,1478-9302,.
14/C1,POLITICAL THEORY,0090-5917,.
14/C1,POLITICAL THEORY,1552-7476,.
14/C1,POLITICS & GENDER,1743-923X,.
14/C1,POLITICS & SOCIETY,0032-3292,.
14/C1,POLITIX,0295-2319,.
14/C1,POLITIX,1953-8286,.
14/C1,POPULATION AND DEVELOPMENT REVIEW,0098-7921,.
14/C1,"PS, POLITICAL SCIENCE & POLITICS",1049-0965,.
14/C1,PUBLIC ADMINISTRATION,0033-3298,.
14/C1,PUBLIC ADMINISTRATION,1467-9299,.
14/C1,PUBLIC ADMINISTRATION AND DEVELOPMENT,0271-2075,.
14/C1,PUBLIC ADMINISTRATION QUARTERLY,0734-9149,.
14/C1,PUBLIC CHOICE,0048-5829,.
14/C1,PUBLIC CHOICE,1573-7101,.
14/C1,PUBLIC CULTURE,0899-2363,.
14/C1,PUBLIC OPINION QUARTERLY,0033-362X,.
14/C1,PUBLIC OPINION QUARTERLY,1537-5331,.
14/C1,PUBLIC UNDERSTANDING OF SCIENCE,0963-6625,.
14/C1,PUBLIC UNDERSTANDING OF SCIENCE,1361-6609,.
14/C1,QUADERNI DI SOCIOLOGIA,0033-4952,.
14/C1,QUADERNI DI TEORIA SOCIALE,1824-4750,.
14/C1,QUADERNI FIORENTINI PER LA STORIA DEL PENSIERO GIURIDICO MODERNO,0392-1867,.
14/C1,QUALITATIVE INQUIRY,1077-8004,.
14/C1,QUALITATIVE RESEARCH,1468-7941,.
14/C1,QUALITATIVE SOCIOLOGY,0162-0436,.
14/C1,QUALITY & QUANTITY,0033-5177,.
14/C1,QUALITY AND QUANTITY,1573-7845,.
14/C1,QUALITY OF LIFE RESEARCH,0962-9343,.
14/C1,RACE & CLASS,0306-3968,.
14/C1,RASSEGNA ITALIANA DI SOCIOLOGIA,0486-0349,.
14/C1,RATIONALITY AND SOCIETY,1043-4631,.
14/C1,REGIONAL STUDIES,0034-3404,.
14/C1,RELIGIONI E SOCIETÀ,0394-9397,.
14/C1,RELIGIONI E SOCIETÀ,1722-4705,.
14/C1,RES. REVISTA ESPAÑOLA DE SOCIOLOGÍA,1578-2824,.
14/C1,RESEARCH IN HIGHER EDUCATION,0361-0365,.
14/C1,RESEARCH IN SOCIAL STRATIFICATION AND MOBILITY,0276-5624,.
14/C1,RESEARCH IN THE SOCIOLOGY OF ORGANIZATIONS,0733-558X,.
14/C1,RESEARCH ON LANGUAGE AND SOCIAL INTERACTION,0835-1813,.
14/C1,RESEARCH ON SOCIAL WORK PRACTICE,1049-7315,.
14/C1,REVIEW OF EDUCATIONAL RESEARCH,0034-6543,.
14/C1,REVIEW OF HIGHER EDUCATION,0162-5748,.
14/C1,REVIEW OF POLICY RESEARCH,1541-132X,.
14/C1,REVIEW OF PUBLIC PERSONNEL ADMINISTRATION,0734-371X,.
14/C1,REVISTA DE CERCETARE SI INTERVENTIE SOCIALA,1583-3410,.
14/C1,REVISTA ESPAÑOLA DE INVESTIGACIONES SOCIOLÓGICAS,0210-5233,.
14/C1,REVISTA INTERNACIONAL DE SOCIOLOGIA,0034-9712,.
14/C1,REVUE EUROPÉENNE DES SCIENCES SOCIALES,0048-8046,.
14/C1,REVUE FRANCAISE DE SOCIOLOGIE,0035-2969,.
14/C1,REVUE INTERNATIONALE DE SOCIOLOGIE,0390-6701,.
14/C1,RICERCHE DI STORIA POLITICA,1120-9526,.
14/C1,RISK ANALYSIS,0272-4332,.
14/C1,RIV. RASSEGNA ITALIANA DI VALUTAZIONE,1826-0713,.
14/C1,RURAL SOCIOLOGY,0036-0112,.
14/C1,SALUTE E SOCIETÀ,1723-9427,.
14/C1,SALUTE E SOCIETÀ,1972-4845,.
14/C1,SCIENCE AS CULTURE,0950-5431,.
14/C1,SCIENCE COMMUNICATION,1075-5470,.
14/C1,"SCIENCE, TECHNOLOGY, & HUMAN VALUES",0162-2439,.
14/C1,SCUOLA DEMOCRATICA,1129-731X,.
14/C1,SCUOLA DEMOCRATICA,2039-2699,.
14/C1,SECURITY DIALOGUE,0967-0106,.
14/C1,SECURITY JOURNAL,0955-1662,.
14/C1,SECURITY STUDIES,0963-6412,.
14/C1,SEXUALITY RESEARCH AND SOCIAL POLICY,1868-9884,.
14/C1,SOCIAL ANTHROPOLOGY,0964-0282,.
14/C1,SOCIAL ANTHROPOLOGY,1469-8676,.
14/C1,SOCIAL CHOICE AND WELFARE,0176-1714,.
14/C1,SOCIAL COMPASS,0037-7686,.
14/C1,SOCIAL FORCES,0037-7732,.
14/C1,SOCIAL INDICATORS RESEARCH,0303-8300,.
14/C1,SOCIAL JUSTICE RESEARCH,0885-7466,.
14/C1,SOCIAL MOVEMENT STUDIES,1474-2837,.
14/C1,SOCIAL NETWORKS,0378-8733,.
14/C1,SOCIAL POLICY & ADMINISTRATION,0144-5596,.
14/C1,SOCIAL POLITICS,1072-4745,.
14/C1,SOCIAL POLITICS,1468-2893,.
14/C1,SOCIAL PROBLEMS,0037-7791,.
14/C1,SOCIAL SCIENCE & MEDICINE,0277-9536,.
14/C1,SOCIAL SCIENCE COMPUTER REVIEW,0894-4393,.
14/C1,SOCIAL SCIENCE INFORMATION,0539-0184,.
14/C1,SOCIAL SCIENCE QUARTERLY,0038-4941,.
14/C1,SOCIAL SCIENCE RESEARCH,0049-089X,.
14/C1,SOCIAL SCIENCE RESEARCH,1096-0317,.
14/C1,SOCIAL STUDIES OF SCIENCES,0306-3127,.
14/C1,SOCIAL STUDIES OF SCIENCES,1460-3659,.
14/C1,SOCIAL WORK,0037-8046,.
14/C1,SOCIÉTÉS CONTEMPORAINES,1150-1944,.
14/C1,SOCIETY & NATURAL RESOURCES,0894-1920,.
14/C1,SOCIETY AND MENTAL HEALTH,2156-8693,.
14/C1,SOCIO-ECONOMIC REVIEW,1475-1461,.
14/C1,SOCIOLOGIA,0038-0156,.
14/C1,SOCIOLOGIA DEL DIRITTO,0390-0851,.
14/C1,SOCIOLOGIA DEL LAVORO,0392-5048,.
14/C1,SOCIOLOGIA DEL LAVORO,1972-554X,.
14/C1,SOCIOLOGIA E POLITICHE SOCIALI,1591-2027,.
14/C1,SOCIOLOGIA E RICERCA SOCIALE,1121-1148,.
14/C1,SOCIOLOGIA RURALIS,0038-0199,.
14/C1,SOCIOLOGIA URBANA E RURALE,0392-4939,.
14/C1,SOCIOLOGICA,1971-8853,.
14/C1,SOCIOLOGICAL FORUM,0884-8971,.
14/C1,SOCIOLOGICAL METHODOLOGY,0081-1750,.
14/C1,SOCIOLOGICAL METHODS & RESEARCH,0049-1241,.
14/C1,SOCIOLOGICAL QUARTERLY,0038-0253,.
14/C1,SOCIOLOGICAL REVIEW,0038-0261,.
14/C1,SOCIOLOGICAL THEORY,0735-2751,.
14/C1,SOCIOLOGIE DU TRAVAIL,0038-0296,.
14/C1,SOCIOLOGY OF EDUCATION,0038-0407,.
14/C1,SOCIOLOGY OF HEALTH & ILLNESS,0141-9889,.
14/C1,SOCIOLOGY OF RELIGION,1069-4404,.
14/C1,SOCIOLOGY-THE JOURNAL OF THE BRITISH SOCIOLOGICAL ASSOCIATION,0038-0385,.
14/C1,SOUTH EUROPEAN SOCIETY & POLITICS,1360-8746,.
14/C1,SOZIALE SYSTEME,0948-423X,.
14/C1,SOZIALE WELT,0038-6073,.
14/C1,SPACE AND CULTURE,1206-3312,.
14/C1,SPORT EDUCATION AND SOCIETY,1357-3322,.
14/C1,STATE POLITICS & POLICY QUARTERLY,1532-4400,.
14/C1,STATO E MERCATO,0392-9701,.
14/C1,STORIA URBANA,0391-2248,.
14/C1,STRUCTURAL EQUATION MODELING,1070-5511,.
14/C1,STUDI CULTURALI,1824-369X,.
14/C1,STUDI DI SOCIOLOGIA,0039-291X,.
14/C1,STUDI D'ITALIANISTICA NELL'AFRICA AUSTRALE,1012-2338,.
14/C1,STUDI ORGANIZZATIVI,0391-8769,.
14/C1,STUDIA ET DOCUMENTA HISTORIAE ET IURIS,1026-9169,.
14/C1,STUDIES IN ETHNICITY AND NATIONALISM,1473-8481,.
14/C1,SURVEY RESEARCH METHODS,1864-3361,.
14/C1,SVILUPPO & ORGANIZZAZIONE,0391-7045,.
14/C1,SYMBOLIC INTERACTION,0195-6086,.
14/C1,TELECOMMUNICATIONS POLICY,0308-5961,.
14/C1,TEORIA DEL DIRITTO E DELLO STATO,1721-8098,In Classe A fino al 31.12.2016 - Le pubblicazioni successive a tale data non saranno ritenute di Classe A
14/C1,THE AMERICAN JOURNAL OF SOCIOLOGY,0002-9602,.
14/C1,THE BRITISH JOURNAL OF POLITICS AND INTERNATIONAL RELATIONS,1369-1481,.
14/C1,THE COMMUNICATION REVIEW,1071-4421,.
14/C1,THE EUROPEAN UNION REVIEW,1606-8963,.
14/C1,THE FUTURE OF CHILDREN,1054-8289,.
14/C1,THE INFORMATION SOCIETY,0197-2243,.
14/C1,THE INFORMATION SOCIETY,1087-6537,.
14/C1,THE INTERNATIONAL COMMUNICATION GAZETTE,1748-0485,.
14/C1,THE INTERNATIONAL COMMUNICATION GAZETTE,1748-0493,.
14/C1,THE INTERNATIONAL JOURNAL OF PRESS/POLITICS,1940-1612,.
14/C1,THE INTERNATIONAL JOURNAL OF SOCIOLOGY & SOCIAL POLICY,0144-333X,.
14/C1,THE JOURNAL OF HIGHER EDUCATION,0022-1546,.
14/C1,THE JOURNAL OF INDUSTRIAL RELATIONS,0022-1856,.
14/C1,THE JOURNAL OF POLITICS,0022-3816,.
14/C1,THE JOURNAL OF RESEARCH IN CRIME AND DELINQUENCY,0022-4278,.
14/C1,THE JOURNAL OF SOCIAL ISSUES,0022-4537,.
14/C1,THE MILBANK QUARTERLY,0887-378X,.
14/C1,THE REVIEW OF POLICY RESEARCH,1541-1338,.
14/C1,THE SOCIAL SERVICE REVIEW,0037-7961,.
14/C1,THE TOCQUEVILLE REVIEW,0730-479X,.
14/C1,THEORETICAL CRIMINOLOGY,1362-4806,.
14/C1,THEORY AND SOCIETY,0304-2421,.
14/C1,THEORY AND SOCIETY,1573-7853,.
14/C1,THEORY CULTURE & SOCIETY,0263-2764,.
14/C1,"THEORY, CULTURE & SOCIETY",1460-3616,.
14/C1,TIME & SOCIETY,0961-463X,.
14/C1,"TRAUMA, VIOLENCE & ABUSE",1524-8380,.
14/C1,URBAN STUDIES,0042-0980,.
14/C1,VIOLENCE AGAINST WOMEN,1077-8012,.
14/C1,VOLUNTAS,0957-8765,.
14/C1,WORK AND OCCUPATIONS,0730-8884,.
14/C1,WORK EMPLOYMENT AND SOCIETY,0950-0170,.
14/C1,YOUNG,1103-3088,.
14/C1,YOUTH & SOCIETY,0044-118X,.
14/C1,ZEITSCHRIFT FÜR FAMILIENFORSCHUNG,0935-4018,.
14/C1,ZEITSCHRIFT FÜR SOZIOLOGIE (ZFS),0340-1804,.
