SETTORE CONCORSUALE,TITOLO,ISSN,NOTE
11/A5,ARCHIVIO DI ETNOGRAFIA,1826-9125,.
11/A5,ASIA PACIFIC JOURNAL OF ANTHROPOLOGY,1444-2213,.
11/A5,AUTREPART,1278-3986,.
11/A5,CAHIERS D'ETUDES AFRICAINES,0008-0055,.
11/A5,CANADIAN JOURNAL OF AFRICAN STUDIES,0008-3968,.
11/A5,CITIES,0264-2751,.
11/A5,CIVILISATIONS,0009-8140,.
11/A5,COLLEGIUM ANTROPOLOGICUM,0350-6134,.
11/A5,COMPARATIVE STUDIES IN SOCIETY AND HISTORY,0010-4175,.
11/A5,COMPARATIVE STUDIES IN SOCIETY AND HISTORY,1475-2999,.
11/A5,CONTINUITY AND CHANGE,0268-4160,.
11/A5,CULTURAL ANTHROPOLOGY,0886-7356,.
11/A5,CULTURE MEDICINE AND PSYCHIATRY,0165-005X,.
11/A5,CURRENT ANTHROPOLOGY,0011-3204,.
11/A5,DADA,2240-0192,.
11/A5,DIALOGUES IN HUMAN GEOGRAPHY,2043-8206,.
11/A5,DISCOURSE & SOCIETY,0957-9265,.
11/A5,ENVIRONMENT AND PLANNING D-SOCIETY & SPACE,0263-7758,.
11/A5,ETHNIC AND RACIAL STUDIES,0141-9870,.
11/A5,ETHNOGRAPHIE,0336-1438,.
11/A5,ETHNOGRAPHY,1466-1381,.
11/A5,ETHNOGRAPHY,1741-2714,.
11/A5,ETHNOHISTORY,0014-1801,.
11/A5,ETHNOLOGIE FRANCAISE,0046-2616,.
11/A5,ETNOANTROPOLOGIA,.,In Classe A fino al 31.12.2017 - Le pubblicazioni successive a tale data non saranno ritenute di Classe A
11/A5,ETNOANTROPOLOGIA,2284-0176,.
11/A5,ETNOSISTEMI,1122-6234,.
11/A5,FABULA,0014-6242,.
11/A5,FABULA,1613-0464,.
11/A5,FOCAAL,0920-1297,.
11/A5,"FOOD, CULTURE, & SOCIETY",1552-8014,.
11/A5,GENDER & SOCIETY,0891-2432,.
11/A5,GENDER & SOCIETY,1552-3977,.
11/A5,GRADHIVA,0764-8928,.
11/A5,HISTORY AND ANTHROPOLOGY,0275-7206,.
11/A5,HISTORY AND ANTHROPOLOGY,1477-2612,.
11/A5,HOMO,0018-442X,.
11/A5,HOMO,1618-1301,.
11/A5,ILLUMINAZIONI,2037-609X,.
11/A5,INTERNATIONAL JOURNAL OF HUMANITIES AND SOCIAL SCIENCES,2070-3783,.
11/A5,INTERNATIONAL JOURNAL OF URBAN AND REGIONAL RESEARCH,0309-1317,.
11/A5,INTERNATIONAL JOURNAL OF URBAN AND REGIONAL RESEARCH,1468-2427,.
11/A5,JOURNAL DE LA SOCIETE DES AMERICANISTES,0037-9174,.
11/A5,JOURNAL DES ANTHROPOLOGUES,1156-0428,.
11/A5,JOURNAL OF AFRICAN HISTORY,0021-8537,.
11/A5,JOURNAL OF AFRICAN HISTORY,1469-5138,.
11/A5,JOURNAL OF ANTHROPOLOGICAL SCIENCES,1827-4765,.
11/A5,JOURNAL OF ARCHAEOLOGICAL SCIENCE,0305-4403,.
11/A5,JOURNAL OF ARCHAEOLOGICAL SCIENCE,1095-9238,.
11/A5,JOURNAL OF EASTERN AFRICAN STUDIES,1753-1055,.
11/A5,JOURNAL OF ETHNIC AND MIGRATION STUDIES,1369-183X,.
11/A5,JOURNAL OF ETHNOBIOLOGY AND ETHNOMEDICINE,1746-4269,.
11/A5,JOURNAL OF ETHNOPHARMACOLOGY,0378-8741,.
11/A5,JOURNAL OF MATERIAL CULTURE,1359-1835,.
11/A5,JOURNAL OF MODERN ITALIAN STUDIES,1354-571X,.
11/A5,JOURNAL OF MUSEUM ETHNOGRAPHY,0954-7169,.
11/A5,JOURNAL OF PEASANT STUDIES,0306-6150,.
11/A5,JOURNAL OF SOUTHERN EUROPE AND THE BALKANS,1461-3190,.
11/A5,JOURNAL OF THE SOCIETY FOR THE ANTHROPOLOGY OF EUROPE,1535-5632,.
11/A5,LA RICERCA FOLKLORICA,0391-9099,.
11/A5,LARES,0023-8503,.
11/A5,L'HOMME,0339-543X,.
11/A5,L'HOMME,0439-4216,.
11/A5,L'HOMME,1953-8103,.
11/A5,L'UOMO,.,In Classe A fino al 31.12.2017 - Le pubblicazioni successive a tale data non saranno ritenute di Classe A
11/A5,L'UOMO,1125-5862,.
11/A5,MEDICAL ANTHROPOLOGY,0145-9740,.
11/A5,MERIDIANA,0394-4115,.
11/A5,MERIDIANA,1973-2244,.
11/A5,NARRARE I GRUPPI,2281-8960,.
11/A5,OCEANIA,0029-8077,.
11/A5,PALAVER,2280-4250,.
11/A5,PAROLECHIAVE,1122-5300,.
11/A5,PAST & PRESENT,1477-464X,.
11/A5,POLITICAL AND LEGAL ANTHROPOLOGY REVIEWS,1081-6976,.
11/A5,PUBLIC CULTURE,0899-2363,.
11/A5,REVISTA DE ANTROPOLOGIA,0034-7701,.
11/A5,ROMANI STUDIES,1528-0748,.
11/A5,SOCIAL ANTHROPOLOGY,0964-0282,.
11/A5,SOCIAL NETWORKS,0378-8733,.
11/A5,SOCIÉTÉS & REPRÉSENTATIONS,1262-2966,.
11/A5,STUDI EMIGRAZIONE,0039-2936,.
11/A5,TERRAIN,0760-5668,.
11/A5,THE JOURNAL OF THE ROYAL ANTHROPOLOGICAL INSTITUTE,1359-0987,.
11/A5,THEORY CULTURE & SOCIETY,0263-2764,.
11/A5,"THEORY, CULTURE & SOCIETY",1460-3616,.
11/A5,VISUAL ANTHROPOLOGY,0894-9468,.
11/A5,VOCI,1827-5095,.
11/A5,ZEITSCHRIFT FÜR ETHNOLOGIE,0044-2666,.
11/B1,ACME,1492-9732,.
11/B1,AFRICA,0001-9720,.
11/B1,AFRICA,1750-0184,.
11/B1,"ANNALI DEL DIPARTIMENTO DI STUDI GEOECONOMICI, LINGUISTICI, STATISTICI, STORICI PER L'ANALISI REGIONALE",.,In Classe A fino al 31.12.2016 - Le pubblicazioni successive a tale data non saranno ritenute di Classe A
11/B1,"ANNALI DEL DIPARTIMENTO DI STUDI GEOECONOMICI, STATISTICI, STORICI PER L'ANALISI REGIONALE",.,In Classe A fino al 31.12.2016 - Le pubblicazioni successive a tale data non saranno ritenute di Classe A
11/B1,ANNALS OF THE ASSOCIATION OF AMERICAN GEOGRAPHERS,0004-5608,.
11/B1,ANNALS OF THE ASSOCIATION OF AMERICAN GEOGRAPHERS,1467-8306,.
11/B1,ANNALS OF TOURISM RESEARCH,0160-7383,.
11/B1,ANTIPODE,0066-4812,.
11/B1,ANTIPODE,1467-8330,.
11/B1,APPLIED GEOGRAPHY,0143-6228,.
11/B1,ARCHIVIO DI STUDI URBANI E REGIONALI,0004-0177,.
11/B1,AREA,0004-0894,.
11/B1,AREA,1475-4762,.
11/B1,BOLLETTINO DELLA SOCIETÀ GEOGRAFICA ITALIANA,1121-7820,.
11/B1,BOLLETTINO DELL'ASSOCIAZIONE ITALIANA DI CARTOGRAFIA,0044-9733,.
11/B1,CANADIAN GEOGRAPHER-GEOGRAPHE CANADIEN,0008-3658,.
11/B1,CHILDREN'S GEOGRAPHIES,1473-3277,.
11/B1,CHILDREN'S GEOGRAPHIES,1473-3285,.
11/B1,CITIES,0264-2751,.
11/B1,CITY,1360-4813,.
11/B1,CITY,1470-3629,.
11/B1,CULTURAL GEOGRAPHIES,1474-4740,.
11/B1,CULTURAL GEOGRAPHIES,1477-0881,.
11/B1,DIALOGUES IN HUMAN GEOGRAPHY,2043-8206,.
11/B1,ECONOMIC GEOGRAPHY,0013-0095,.
11/B1,ENVIRONMENT AND PLANNING A,0308-518X,.
11/B1,ENVIRONMENT AND PLANNING D-SOCIETY & SPACE,0263-7758,.
11/B1,ETHNOGRAPHY,1466-1381,.
11/B1,ETHNOGRAPHY,1741-2714,.
11/B1,"GENDER, PLACE AND CULTURE",1360-0524,.
11/B1,"GENDER, PLACE, AND CULTURE",0966-369X,.
11/B1,GEOFORUM,0016-7185,.
11/B1,"GEOGRAFISKA ANNALER, SERIES B: HUMAN GEOGRAPHY",1468-0467,.
11/B1,"GEOGRAFISKA ANNALER. SERIES B, HUMAN GEOGRAPHY",0435-3684,.
11/B1,GEOGRAPHY COMPASS,1749-8198,.
11/B1,GEOINFORMATICA,1384-6175,.
11/B1,GEOINFORMATICA,1573-7624,.
11/B1,GEOPOLITICS,1465-0045,.
11/B1,GEOPOLITICS,1557-3028,.
11/B1,GEOTEMA,1126-7798,.
11/B1,GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,0959-3780,.
11/B1,GLOBAL NETWORKS,1470-2266,.
11/B1,INTERNATIONAL JOURNAL OF HOSPITALITY MANAGEMENT,0278-4319,.
11/B1,INTERNATIONAL JOURNAL OF SUSTAINABLE TRANSPORTATION,1556-8318,.
11/B1,INTERNATIONAL JOURNAL OF SUSTAINABLE TRANSPORTATION,1556-8334,.
11/B1,INTERNATIONAL JOURNAL OF URBAN AND REGIONAL RESEARCH,0309-1317,.
11/B1,INTERNATIONAL JOURNAL OF URBAN AND REGIONAL RESEARCH,1468-2427,.
11/B1,INTERNATIONAL PLANNING STUDIES,1356-3475,.
11/B1,INTERNATIONAL PLANNING STUDIES,1469-9265,.
11/B1,ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING,0924-2716,.
11/B1,JOURNAL OF ECONOMIC GEOGRAPHY,1468-2702,.
11/B1,JOURNAL OF ECONOMIC GEOGRAPHY,1468-2710,.
11/B1,JOURNAL OF HISTORICAL GEOGRAPHY,0305-7488,.
11/B1,JOURNAL OF SPATIAL INFORMATION SCIENCE,1948-660X,.
11/B1,JOURNAL OF SUSTAINABLE TOURISM,0966-9582,.
11/B1,JOURNAL OF SUSTAINABLE TOURISM,1747-7646,.
11/B1,JOURNAL OF TRANSPORT GEOGRAPHY,0966-6923,.
11/B1,JOURNAL OF TRAVEL RESEARCH,0047-2875,.
11/B1,JOURNAL OF TRAVEL RESEARCH,1552-6763,.
11/B1,JOURNAL OF URBAN HISTORY,0096-1442,.
11/B1,JOURNAL OF URBAN HISTORY,1552-6771,.
11/B1,J-READING-JOURNAL OF RESEARCH AND DIDACTICS IN GEOGRAPHY,2281-5694,.
11/B1,LANDSCAPE AND URBAN PLANNING,0169-2046,.
11/B1,MEDIT,1120-6403,.
11/B1,MOBILITIES,1745-0101,.
11/B1,MOBILITIES,1745-011X,.
11/B1,NATURE CLIMATE CHANGE,1758-678X,.
11/B1,NEW MEDIT,1594-5685,.
11/B1,PLANNING THEORY,1473-0952,.
11/B1,PLANNING THEORY,1741-3052,.
11/B1,POLITICAL GEOGRAPHY,0962-6298,.
11/B1,"POPULATION, SPACE AND PLACE",1544-8444,.
11/B1,"POPULATION, SPACE AND PLACE",1544-8452,.
11/B1,PROFESSIONAL GEOGRAPHER,0033-0124,.
11/B1,PROFESSIONAL GEOGRAPHER,1467-9272,.
11/B1,PROGRESS IN HUMAN GEOGRAPHY,0309-1325,.
11/B1,PROGRESS IN HUMAN GEOGRAPHY,1477-0288,.
11/B1,REGIONAL STUDIES,0034-3404,.
11/B1,REGIONAL STUDIES,1360-0591,.
11/B1,RIVISTA GEOGRAFICA ITALIANA,0035-6697,.
11/B1,SEMESTRALE DI STUDI E RICERCHE DI GEOGRAFIA,1125-5218,.
11/B1,SOCIAL & CULTURAL GEOGRAPHY,1464-9365,.
11/B1,SOCIAL & CULTURAL GEOGRAPHY,1470-1197,.
11/B1,SPATIAL ECONOMIC ANALYSIS,1742-1772,.
11/B1,SPATIAL ECONOMIC ANALYSIS,1742-1780,.
11/B1,SUSTAINABILITY SCIENCE,1862-4057,.
11/B1,SUSTAINABILITY SCIENCE,1862-4065,.
11/B1,THE CANADIAN GEOGRAPHER,1541-0064,.
11/B1,THE GEOGRAPHICAL JOURNAL,0016-7398,.
11/B1,THE GEOGRAPHICAL JOURNAL,1475-4959,.
11/B1,TIJDSCHRIFT VOOR ECONOMISCHE EN SOCIALE GEOGRAFIE,0040-747X,.
11/B1,TIJDSCHRIFT VOOR ECONOMISCHE EN SOCIALE GEOGRAFIE,1467-9663,.
11/B1,TOURISM GEOGRAPHIES,1461-6688,.
11/B1,TOURISM GEOGRAPHIES,1470-1340,.
11/B1,TOURISM MANAGEMENT,0261-5177,.
11/B1,TRANSACTIONS OF THE INSTITUTE OF BRITISH GEOGRAPHERS,0020-2754,.
11/B1,TRANSPORT POLICY,0967-070X,.
11/B1,URBAN GEOGRAPHY,0272-3638,.
11/B1,URBAN GEOGRAPHY,1938-2847,.
11/B1,URBAN HISTORY,0963-9268,.
11/B1,URBAN HISTORY,1469-8706,.
11/B1,URBAN STUDIES,0042-0980,.
11/B1,WILEY INTERDISCIPLINARY REVIEWS. CLIMATE CHANGE,1757-7780,.
11/B1,WILEY INTERDISCIPLINARY REVIEWS. CLIMATE CHANGE,1757-7799,.
11/B1,WORLD DEVELOPMENT,0305-750X,.
11/C1,ACM TRANSACTIONS ON COMPUTATIONAL LOGIC,1529-3785,.
11/C1,ACTA ANALYTICA,0353-5150,.
11/C1,ACTA BIOTHEORETICA,0001-5342,.
11/C1,ACTA BIOTHEORETICA,1572-8358,.
11/C1,AESTHETICA. PRE-PRINT,0393-8522,.
11/C1,AGALMA,1723-0284,.
11/C1,AISTHESIS,2035-8466,.
11/C1,ALGEBRA AND LOGIC,0002-5232,.
11/C1,ALGEBRA AND LOGIC,1573-8302,.
11/C1,ALGEBRA UNIVERSALIS,0002-5240,.
11/C1,AMBIX,0002-6980,.
11/C1,AMERICAN PHILOSOPHICAL QUARTERLY,0003-0481,.
11/C1,ANALYSE & KRITIK,0171-5860,.
11/C1,ANALYSIS,1467-8284,.
11/C1,ANALYSIS,1591-0695,In Classe A fino al 31.12.2016 - Le pubblicazioni successive a tale data non saranno ritenute di Classe A
11/C1,ANCIENT PHILOSOPHY,0740-2007,.
11/C1,ANNALI DELLA SCUOLA NORMALE SUPERIORE DI PISA. CLASSE DI LETTERE E FILOSOFIA,0392-095X,.
11/C1,ANNALS OF PURE AND APPLIED LOGIC,0168-0072,.
11/C1,ANNALS OF SCIENCE,0003-3790,.
11/C1,ANNUARIO FILOSOFICO,0394-1809,.
11/C1,ANTIQUORUM PHILOSOPHIA,1973-5030,.
11/C1,APEIRON,0003-6390,.
11/C1,APEIRON,2156-7093,.
11/C1,APPLIED MATHEMATICS & INFORMATION SCIENCES,1935-0090,.
11/C1,ARABIC SCIENCES AND PHILOSOPHY,0957-4239,.
11/C1,ARCHIVE FOR HISTORY OF EXACT SCIENCES,0003-9519,.
11/C1,ARCHIVE FOR MATHEMATICAL LOGIC,0933-5846,.
11/C1,ARCHIVE FOR MATHEMATICAL LOGIC,1432-0665,.
11/C1,ARCHIVES D'HISTOIRE DOCTRINALE ET LITTERAIRE DU MOYEN AGE,0373-5478,.
11/C1,ARCHIVES INTERNATIONALES D'HISTOIRE DES SCIENCES,0003-9810,.
11/C1,ARCHIVIO DI FILOSOFIA,0004-0088,.
11/C1,ARCHIVIO DI STORIA DELLA CULTURA,1124-0059,.
11/C1,ARGUMENTATION,0920-427X,.
11/C1,ARTIFICIAL INTELLIGENCE,0004-3702,.
11/C1,ARTIFICIAL INTELLIGENCE FOR ENGINEERING DESIGN ANALYSIS AND MANUFACTURING,0890-0604,.
11/C1,"ATTI DELLA ACCADEMIA NAZIONALE DEI LINCEI. RENDICONTI. CLASSE DI SCIENZE MORALI, STORICHE E FILOLOGICHE",0391-8181,.
11/C1,AUSTRALASIAN JOURNAL OF PHILOSOPHY,0004-8402,.
11/C1,AUT AUT,0005-0601,.
11/C1,AXIOMATHES,1122-1151,.
11/C1,AXIOMATHES,1572-8390,.
11/C1,BEHAVIORAL AND BRAIN SCIENCES,0140-525X,.
11/C1,BEHAVIORAL AND BRAIN SCIENCES,1469-1825,.
11/C1,BEHAVIOUR,0005-7959,.
11/C1,BEHAVIOUR,1568-539X,.
11/C1,BEITRAEGE ZUR GESCHICHTE DER PHILOSOPHIE UND THEOLOGIE DES MITTELALTERS,0067-5024,.
11/C1,BERICHTE ZUR WISSENSCHAFTSGESCHICHTE,0170-6233,.
11/C1,BERKELEY STUDIES,1947-3737,.
11/C1,BIOETHICS,0269-9702,.
11/C1,BIOETICA,1122-2344,.
11/C1,BIOLOGICAL CYBERNETICS,0340-1200,.
11/C1,BIOLOGY & PHILOSOPHY,0169-3867,.
11/C1,BOLLETTINO DEL CENTRO DI STUDI VICHIANI,0392-7334,.
11/C1,BOLLETTINO DI STORIA DELLE SCIENZE MATEMATICHE,0392-4432,.
11/C1,BRAIN AND COGNITION,0278-2626,.
11/C1,BRAIN AND COGNITION,1090-2147,.
11/C1,BRITISH JOURNAL FOR THE HISTORY OF PHILOSOPHY,0960-8788,.
11/C1,BRITISH JOURNAL FOR THE HISTORY OF SCIENCE,0007-0874,.
11/C1,BRITISH JOURNAL FOR THE PHILOSOPHY OF SCIENCE,0007-0882,.
11/C1,BRUNIANA & CAMPANELLIANA,1125-3819,.
11/C1,BULLETIN DE PHILOSOPHIE MEDIEVALE,0068-4023,.
11/C1,BULLETIN OF THE HISTORY OF MEDICINE,0007-5140,.
11/C1,BULLETIN OF THE HISTORY OF MEDICINE,1086-3176,.
11/C1,CAHIERS FERDINAND DE SAUSSURE,0068-516X,.
11/C1,CAMBRIDGE QUARTERLY OF HEALTHCARE ETHICS,0963-1801,.
11/C1,CAMBRIDGE QUARTERLY OF HEALTHCARE ETHICS,1469-2147,.
11/C1,CANADIAN JOURNAL OF PHILOSOPHY,0045-5091,.
11/C1,CANADIAN JOURNAL OF PHILOSOPHY,1911-0820,.
11/C1,CASSIRER STUDIES,2035-3960,.
11/C1,CASSIRER STUDIES,2038-6575,.
11/C1,COGNITION,0010-0277,.
11/C1,COGNITIVE SCIENCE,0364-0213,.
11/C1,COGNITIVE SEMIOTICS,1662-1425,.
11/C1,COMPUTERS IN HUMAN BEHAVIOR,0747-5632,.
11/C1,CONSCIOUSNESS AND COGNITION,1053-8100,.
11/C1,CONTEMPORANEA,1127-3070,.
11/C1,CONTINENTAL PHILOSOPHY REVIEW (ONLINE)],1573-0611,.
11/C1,CONTINENTAL PHILOSOPHY REVIEW,1387-2842,.
11/C1,DEUTSCHE ZEITSCHRIFT FÜR PHILOSOPHIE,0012-1045,.
11/C1,DEUTSCHE ZEITSCHRIFT FÜR PHILOSOPHIE,2192-1482,.
11/C1,DIALECTICA,0012-2017,.
11/C1,DIOGENES,0392-1921,.
11/C1,DIOGENES (ENGLISH ED. ONLINE),1467-7695,.
11/C1,DISCIPLINE FILOSOFICHE,1591-9625,.
11/C1,DISPUTATIO,0873-626X,.
11/C1,DOCUMENTI E STUDI SULLA TRADIZIONE FILOSOFICA MEDIEVALE,1122-5750,.
11/C1,EARLY SCIENCE AND MEDICINE,1383-7427,.
11/C1,EARTH SCIENCES HISTORY,0736-623X,.
11/C1,ECONOMICS AND PHILOSOPHY,0266-2671,.
11/C1,ELENCHOS,0392-7342,.
11/C1,EPISTEME,1742-3600,.
11/C1,EPISTEME,1750-0117,.
11/C1,EPISTEMOLOGIA,0392-9760,.
11/C1,ERKENNTNIS,0165-0106,.
11/C1,ESTETICA. STUDI E RICERCHE,2039-6635,.
11/C1,ETHICAL THEORY AND MORAL PRACTICE,1386-2820,.
11/C1,ETHICAL THEORY AND MORAL PRACTICE,1572-8447,.
11/C1,ETHICS,0014-1704,.
11/C1,ETHICS,1539-297X,.
11/C1,EUROPEAN JOURNAL FOR PHILOSOPHY OF SCIENCE,1879-4912,.
11/C1,EUROPEAN JOURNAL FOR PHILOSOPHY OF SCIENCE,1879-4920,.
11/C1,EUROPEAN JOURNAL OF PHILOSOPHY,0966-8373,.
11/C1,EUROPEAN JOURNAL OF PHILOSOPHY,1468-0378,.
11/C1,EUROPEAN JOURNAL OF PRAGMATISM AND AMERICAN PHILOSOPHY,2036-4091,.
11/C1,EXPERIMENTAL BRAIN RESEARCH,0014-4819,.
11/C1,FACTA PHILOSOPHICA,1424-0602,.
11/C1,FILOSOFIA E QUESTIONI PUBBLICHE,1591-0660,.
11/C1,FOUNDATIONS OF PHYSICS,0015-9018,.
11/C1,FOUNDATIONS OF PHYSICS LETTERS,0894-9875,.
11/C1,FOUNDATIONS OF SCIENCE,1233-1821,.
11/C1,FRANCISCAN STUDIES,0080-5459,.
11/C1,FREIBURGER ZEITSCHRIFT FÜR PHILOSOPHIE UND THEOLOGIE,0016-0725,.
11/C1,FRONTIERS IN PSYCHOLOGY,1664-1078,.
11/C1,FUNDAMENTA INFORMATICAE,0169-2968,.
11/C1,FUZZY SETS AND SYSTEMS,0165-0114,.
11/C1,GALILAEANA,1971-6052,.
11/C1,GENESIS,1594-9281,.
11/C1,GIORNALE CRITICO DELLA FILOSOFIA ITALIANA,0017-0089,.
11/C1,GIORNALE DI METAFISICA,0017-0372,.
11/C1,GIORNALE DI METAFISICA,1825-6570,.
11/C1,GRAZER PHILOSOPHISCHE STUDIEN,0165-9227,.
11/C1,HEGEL-STUDIEN,0073-1587,.
11/C1,HEIDEGGER STUDIES,0885-4580,.
11/C1,HISTOIRE ÉPISTÉMOLOGIE LANGAGE,0750-8069,.
11/C1,HISTORIA MATHEMATICA,0315-0860,.
11/C1,HISTORIA PHILOSOPHICA,1724-6121,.
11/C1,HISTORIA PHILOSOPHICA,1824-095X,.
11/C1,HISTORICAL STUDIES IN THE NATURAL SCIENCES,1939-1811,.
11/C1,HISTORY AND PHILOSOPHY OF LOGIC,0144-5340,.
11/C1,HISTORY AND PHILOSOPHY OF THE LIFE SCIENCES,0391-9714,.
11/C1,HISTORY OF PHILOSOPHY QUARTERLY,0740-0675,.
11/C1,HISTORY OF SCIENCE,0073-2753,.
11/C1,HOBBES STUDIES,0921-5891,.
11/C1,HUMANA.MENTE,1972-1293,.
11/C1,HUSSERL STUDIES,0167-9848,.
11/C1,HUSSERL STUDIES,1572-8501,.
11/C1,HYLE,1433-5158,.
11/C1,INFORMATION AND COMPUTATION,0890-5401,.
11/C1,INFORMATION AND COMPUTATION,1090-2651,.
11/C1,INFORMATION SCIENCES,0020-0255,.
11/C1,INQUIRY,0020-174X,.
11/C1,INQUIRY,1502-3923,.
11/C1,INTELLECTUAL HISTORY REVIEW,1749-6977,.
11/C1,INTERNATIONAL JOURNAL OF ALGEBRA AND COMPUTATION,0218-1967,.
11/C1,INTERNATIONAL JOURNAL OF GENERAL SYSTEMS,0308-1079,.
11/C1,INTERNATIONAL JOURNAL OF PHILOSOPHICAL STUDIES,0967-2559,.
11/C1,INTERNATIONAL JOURNAL OF QUANTUM INFORMATION,0219-7499,.
11/C1,INTERNATIONAL JOURNAL OF THEORETICAL PHYSICS,0020-7748,.
11/C1,INTERNATIONAL JOURNAL OF THEORETICAL PHYSICS,1572-9575,.
11/C1,INTERNATIONAL PHILOSOPHICAL QUARTERLY,0019-0365,.
11/C1,INTERNATIONAL STUDIES IN THE PHILOSOPHY OF SCIENCE,0269-8595,.
11/C1,INTERSEZIONI,0393-2451,.
11/C1,INVENTIONES MATHEMATICAE,0020-9910,.
11/C1,INVENTIONES MATHEMATICAE,1432-1297,.
11/C1,IRIDE,1122-7893,.
11/C1,ISIS,0021-1753,.
11/C1,JOURNAL FOR EIGHTEENTH-CENTURY STUDIES,1754-0194,.
11/C1,JOURNAL FOR GENERAL PHILOSOPHY OF SCIENCE,0925-4560,.
11/C1,JOURNAL FOR THE HISTORY OF ASTRONOMY,0021-8286,.
11/C1,JOURNAL OF ALGEBRA,0021-8693,.
11/C1,JOURNAL OF ALGEBRA,1090-266X,.
11/C1,JOURNAL OF ANTHROPOLOGICAL SCIENCES,1827-4765,.
11/C1,JOURNAL OF APPLIED LOGIC,1570-8683,.
11/C1,JOURNAL OF APPLIED NON-CLASSICAL LOGICS,1166-3081,.
11/C1,JOURNAL OF APPLIED NON-CLASSICAL LOGICS,1958-5780,.
11/C1,JOURNAL OF AUTOMATED REASONING,0168-7433,.
11/C1,JOURNAL OF CHINESE PHILOSOPHY,0301-8121,.
11/C1,JOURNAL OF CHINESE PHILOSOPHY,1540-6253,.
11/C1,JOURNAL OF COGNITION AND CULTURE,1567-7095,.
11/C1,JOURNAL OF ECONOMIC THEORY,0022-0531,.
11/C1,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-HUMAN PERCEPTION AND PERFORMANCE,0096-1523,.
11/C1,JOURNAL OF LOGIC AND ALGEBRAIC PROGRAMMING,1567-8326,.
11/C1,JOURNAL OF LOGIC AND COMPUTATION,0955-792X,.
11/C1,"JOURNAL OF LOGIC, LANGUAGE, AND INFORMATION",0925-8531,.
11/C1,JOURNAL OF MATHEMATICAL LOGIC,0219-0613,.
11/C1,JOURNAL OF MATHEMATICAL LOGIC,1793-6691,.
11/C1,JOURNAL OF MATHEMATICAL PHYSICS,0022-2488,.
11/C1,JOURNAL OF MATHEMATICAL PHYSICS,1089-7658,.
11/C1,JOURNAL OF MEDICAL ETHICS,0306-6800,.
11/C1,JOURNAL OF MEDICINE AND PHILOSOPHY,0360-5310,.
11/C1,JOURNAL OF MEDIEVAL AND EARLY MODERN STUDIES,1082-9636,.
11/C1,JOURNAL OF MEDIEVAL AND EARLY MODERN STUDIES,1527-8263,.
11/C1,JOURNAL OF MORAL PHILOSOPHY,1740-4681,.
11/C1,JOURNAL OF MORAL PHILOSOPHY,1745-5243,.
11/C1,JOURNAL OF NEUROPHYSIOLOGY,0022-3077,.
11/C1,JOURNAL OF PHILOSOPHICAL LOGIC,0022-3611,.
11/C1,JOURNAL OF PHILOSOPHY,0022-362X,.
11/C1,JOURNAL OF PHYSICS A: MATHEMATICAL AND THEORETICAL,1751-8121,.
11/C1,"JOURNAL OF PHYSICS. A, MATHEMATICAL AND THEORETICAL",1751-8113,.
11/C1,JOURNAL OF PHYSICS. CONFERENCE SERIES,1742-6596,.
11/C1,JOURNAL OF POLITICAL PHILOSOPHY,0963-8016,.
11/C1,JOURNAL OF POLITICAL PHILOSOPHY,1467-9760,.
11/C1,JOURNAL OF PRAGMATICS,0378-2166,.
11/C1,JOURNAL OF PRAGMATICS,1879-1387,.
11/C1,JOURNAL OF PURE AND APPLIED ALGEBRA,0022-4049,.
11/C1,JOURNAL OF THE HISTORY OF BIOLOGY,0022-5010,.
11/C1,JOURNAL OF THE HISTORY OF IDEAS,0022-5037,.
11/C1,JOURNAL OF THE HISTORY OF IDEAS,1086-3222,.
11/C1,JOURNAL OF THE HISTORY OF PHILOSOPHY,0022-5053,.
11/C1,JOURNAL OF THE HISTORY OF PHILOSOPHY,1538-4586,.
11/C1,JOURNAL OF THE HISTORY OF THE NEUROSCIENCES,0964-704X,.
11/C1,JOURNAL OF THEORETICAL AND PHILOSOPHICAL PSYCHOLOGY,1068-8471,.
11/C1,KANTIAN REVIEW,1369-4154,.
11/C1,KANTIAN REVIEW,2044-2394,.
11/C1,KANT-STUDIEN,0022-8877,.
11/C1,KIERKEGAARD STUDIES,1430-5372,.
11/C1,KIERKEGAARD STUDIES,1612-9792,.
11/C1,KNOWLEDGE ENGINEERING REVIEW,0269-8889,.
11/C1,KNOWLEDGE ENGINEERING REVIEW,1469-8005,.
11/C1,LANGUAGE,0097-8507,.
11/C1,LAW AND PHILOSOPHY,0167-5249,.
11/C1,LAW AND PHILOSOPHY,1573-0522,.
11/C1,LES ÉTUDES PHILOSOPHIQUES,0014-2166,.
11/C1,LEXIA,1720-5298,.
11/C1,LINGUISTICS AND PHILOSOPHY,0165-0157,.
11/C1,LINGUISTICS AND PHILOSOPHY,1573-0549,.
11/C1,LOCKE STUDIES,1476-0290,.
11/C1,LOGIC AND LOGICAL PHILOSOPHY,1425-3305,.
11/C1,LOGIC JOURNAL OF THE IGPL,1367-0751,.
11/C1,LOGIC JOURNAL OF THE IGPL,1368-9894,.
