TITOLO,ISSN
REVUE DE L'HISTOIRE DES RELIGIONS,0035-1423
REVUE DE MÉTAPHYSIQUE ET DE MORALE,0035-1571
REVUE DE PALÉOBIOLOGIE,0253-6730
REVUE DE PHILOSOPHIE ANCIENNE,0771-5420
REVUE DE SYNTHESE,0035-1776
REVUE DE THÉOLOGIE ET DE PHILOSOPHIE,0035-1784
REVUE D'ECOLOGIE,0249-7395
REVUE D'ECONOMIE POLITIQUE,0373-2630
REVUE DES ÉTUDES ARMÉNIENNES,0080-2549
REVUE DES ÉTUDES BYZANTINES,0766-5598
REVUE DES ÉTUDES GRECQUES,0035-2039
REVUE DES ÉTUDES ITALIENNES,0035-2047
REVUE DES ÉTUDES JUIVES,0484-8616
REVUE DES ÉTUDES LATINES,0373-5737
REVUE DES ETUDES SLAVES,0080-2557
REVUE DES ÉTUDES SUD-EST EUROPÉENNES,0035-2063
REVUE DES SCIENCES PHILOSOPHIQUES ET THEOLOGIQUES,0035-2209
REVUE DES SCIENCES RELIGIEUSES,0035-2217
REVUE D'ÉTHIQUE ET DE THÉOLOGIE MORALE,1266-0078
REVUE D'ÉTUDES AUGUSTINIENNES ET PATRISTIQUES,1768-9260
REVUE D'ÉTUDES TIBÉTAINES,1768-2959
REVUE D'HISTOIRE DE L'EGLISE DE FRANCE,0300-9505
REVUE D'HISTOIRE DES CHEMINS DE FER,0996-9403
REVUE D'HISTOIRE DES MATHEMATIQUES,1262-022X
REVUE D'HISTOIRE DES SCIENCES,0151-4105
REVUE D'HISTOIRE DES SCIENCES HUMAINES,1622-468X
REVUE D'HISTOIRE DES TEXTES,0373-6075
REVUE D'HISTOIRE DU XIXE SIÈCLE,1265-1354
REVUE D'HISTOIRE ECCLÉSIASTIQUE,0035-2381
REVUE D'HISTOIRE ET DE PHILOSOPHIE RELIGIEUSES,0035-2403
REVUE D'HISTOIRE LITTÉRAIRE DE LA FRANCE,0035-2411
REVUE D'HISTOIRE MAGHREBINE,0330-8987
REVUE D'HISTOIRE MARITIME,1283-873X
REVUE D'HISTOIRE MODERNE ET CONTEMPORAINE,0048-8003
REVUE DU GROUPE DE RECHERCHE DIVERSITÉ URBAINE,1913-0694
REVUE DU MAUSS SEMESTRIELLE,1247-4819
REVUE DU MONDE MUSULMAN ET DE LA MEDITERRANEE,0997-1327
REVUE EUROPÉENNE DES MIGRATIONS INTERNATIONALES,0765-0752
REVUE EUROPÉENNE DES SCIENCES SOCIALES,0048-8046
REVUE FONTENELLE,1762-5300
REVUE FRANCAISE D'ADMINISTRATION PUBLIQUE,0152-7401
REVUE FRANÇAISE DE LINGUISTIQUE APPLIQUÉE,1386-1204
REVUE FRANÇAISE DE LINGUISTIQUE APPLIQUÉE,1875-368X
REVUE FRANÇAISE DE PÉDAGOGIE,0556-7807
REVUE FRANCAISE DE SOCIOLOGIE,0035-2969
REVUE FRANÇAISE DES AFFAIRES SOCIALES,0035-2985
REVUE FRANCAISE D'ETUDES AMERICAINES,0397-7870
REVUE FRANÇAISE D'HISTOIRE DES IDÉES POLITIQUES,1266-7862
REVUE GERMANIQUE INTERNATIONALE,1253-7837
REVUE HISTORIQUE,0035-3264
REVUE HISTORIQUE DES ARMEES,0035-3299
REVUE INFORMATIQUE ET STATISTIQUE DANS LES SCIENCES HUMAINES,0773-4379
REVUE INTERNATIONALE DE L'ÉCONOMIE SOCIALE,1626-1682
REVUE INTERNATIONALE DE PHILOSOPHIE,2033-0138
REVUE INTERNATIONALE DE SOCIOLOGIE,0390-6701
REVUE INTERNATIONALE D'ÉDUCATION SÈVRES,1254-4590
REVUE INTERNATIONALE DES DROITS DE L'ANTIQUITÉ,0772-9235
REVUE INTERNATIONALE D'HISTOIRE MILITAIRE,0254-8186
REVUE MABILLON,0035-3620
REVUE MONTESQUIEU,1288-4170
REVUE PHILOSOPHIQUE DE LA FRANCE ET DE L'ÉTRANGER,0035-3833
REVUE PHILOSOPHIQUE DE LOUVAIN,0035-3841
REVUE ROUMAINE D'HISTOIRE,0556-8072
REVUE SCIENCES DE GESTION,1634-7056
REVUE SUISSE DE ZOOLOGIE,0035-418X
REVUE TAL,1965-0906
REVUE THOMISTE,0035-4295
REVUS,1581-7652
REZZARA NOTIZIE,0391-6154
RHEINISCHES MUSEUM FÜR PHILOLOGIE,0035-449X
RHEINSPRUNG 11,1664-9966
RHETORICA,0734-8584
RHEUMATOLOGY INTERNATIONAL,0172-8172
RHODE ISLAND HISTORY,0035-4619
RIABILITAZIONE E APPRENDIMENTO,0393-7518
RICERCA DI SENSO,1722-6155
RICERCA PSICOANALITICA,1827-4625
RICERCAZIONE,2036-5330
RICERCHE DI MATEMATICA,0035-5038
RICERCHE DI PEDAGOGIA E DIDATTICA,1970-2221
RICERCHE DI PSICOLOGIA,0391-6081
RICERCHE DI PSICOLOGIA,1972-5620
RICERCHE DI S/CONFINE,2038-8411
RICERCHE DI STORIA DELL'ARTE,0392-7202
RICERCHE DI STORIA POLITICA,1120-9526
RICERCHE DI STORIA SOCIALE E RELIGIOSA,0392-1581
RICERCHE ECONOMICHE,0035-5054
RICERCHE PEDAGOGICHE,1971-5706
RICERCHE PER LA STORIA RELIGIOSA DI ROMA,0391-8424
RICERCHE SLAVISTICHE,0391-4127
RICERCHE STORICHE,0392-162X
RICERCHE STORICHE,1974-4072
RICERCHE STORICHE SALESIANE,0393-3830
RICERCHE TEOLOGICHE,1120-8333
"RID, RIVISTA ITALIANA DI DIALETTOLOGIA",1122-6331
RIDICULOSA,1274-6711
RIESGO DE EDUCAR,1818-3301
RIFD. RIVISTA INTERNAZIONALE DI FILOSOFIA DEL DIRITTO,1593-7135
RIFORMA DELLA SCUOLA,0035-5240
RIFORMA DELLA SCUOLA,2038-2316
RIFRAZIONI,2035-5998
RIGA,1828-4906
RIME – RIVISTA DELL’ISTITUTO DI STORIA DELL’EUROPA MEDITERRANEA,2035-794X
RINASCIMENTO,0080-3073
RINASCIMENTO MERIDIONALE,2038-6680
RISCONTRI,0392-5080
RISORGIMENTO E MEZZOGIORNO,2038-5021
RISQUES,1152-9253
RIV. RASSEGNA ITALIANA DI VALUTAZIONE,1826-0713
RIVES NORD MÉDITERRANÉENNES.,0986-8410
RIVISTA ABRUZZESE,0035-5739
RIVISTA ARCHEOLOGICA DELL'ANTICA PROVINCIA E DIOCESI DI COMO,1124-3147
RIVISTA BIBLICA,0035-5798
RIVISTA CALABRESE DI STORIA CONTEMPORANEA,.
RIVISTA CALABRESE DI STORIA DEL '900,2281-5821
RIVISTA DEGLI STUDI ORIENTALI,0392-4866
RIVISTA DELLA FACOLTÀ DI SCIENZE MOTORIE DELL'UNIVERSITÀ DEGLI STUDI DI PALERMO,1974-4331
RIVISTA DELLA SCUOLA SUPERIORE DELL'ECONOMIA E DELLE FINANZE,.
RIVISTA DELLA SOCIETÀ ITALIANA DI RICERCA DIDATTICA,.
RIVISTA DELLA SOCIETÀ STORICA VARESINA,0489-4324
RIVISTA DELL'ISTRUZIONE,0394-8447
RIVISTA DELL'OSSERVATORIO OUTSIDER ART,2038-5501
RIVISTA DI ANALISI E TEORIA MUSICALE,1724-238X
RIVISTA DI ARCHEOLOGIA,0392-0895
RIVISTA DI ARCHEOLOGIA CRISTIANA,0035-6042
RIVISTA DI BIOLOGIA,0035-6050
"RIVISTA DI CRIMINOLOGIA, VITTIMOLOGIA E SICUREZZA",1971-033X
RIVISTA DI CULTURA CLASSICA E MEDIOEVALE,0035-6085
RIVISTA DI DIRITTO AGRARIO,0391-8696
RIVISTA DI DIRITTO ALIMENTARE,1973-3593
RIVISTA DI DIRITTO ROMANO,1720-3694
RIVISTA DI DIRITTO TRIBUTARIO,1121-4074
RIVISTA DI ECONOMIA AGRARIA,0035-6190
RIVISTA DI ECONOMIA E STATISTICA DEL TERRITORIO,1971-0380
RIVISTA DI EPISTEMOLOGIA DIDATTICA,1974-1162
RIVISTA DI ESTETICA,0035-6212
RIVISTA DI FILOLOGIA COGNITIVA,1724-5869
RIVISTA DI FILOLOGIA E DI ISTRUZIONE CLASSICA,0035-6220
RIVISTA DI FILOLOGIA E LETTERATURE ISPANICHE,1591-2922
RIVISTA DI FILOSOFIA,0035-6239
RIVISTA DI FILOSOFIA NEO-SCOLASTICA,0035-6247
RIVISTA DI LETTERATURA ITALIANA,0392-825X
RIVISTA DI LETTERATURA TEATRALE,1973-7602
RIVISTA DI LETTERATURE MODERNE E COMPARATE,0391-2108
RIVISTA DI LINGUISTICA (ITALIAN JOURNAL OF LINGUISTICS),1120-2726
RIVISTA DI LINGUISTICA E LETTERATURA,.
RIVISTA DI METEOROLOGIA AERONAUTICA,0035-6328
RIVISTA DI NEUROBIOLOGIA,0035-6336
RIVISTA DI NEURORADIOLOGIA,1120-9976
RIVISTA DI POLITICA,2037-495X
RIVISTA DI POLITICA ECONOMICA,0035-6468
RIVISTA DI PSICHIATRIA,0035-6484
RIVISTA DI PSICOANALISI,0035-6492
RIVISTA DI PSICOLINGUISTICA APPLICATA,1592-1328
RIVISTA DI PSICOLOGIA,0393-0610
RIVISTA DI PSICOLOGIA ANALITICA,0392-9787
RIVISTA DI PSICOLOGIA CLINICA,1828-9363
RIVISTA DI PSICOLOGIA INDIVIDUALE,1827-5338
RIVISTA DI SCIENZE DEL TURISMO,2037-7908
RIVISTA DI SCIENZE DEL TURISMO,2037-7916
RIVISTA DI SCIENZE DELL'EDUCAZIONE,0393-3849
RIVISTA DI SCIENZE PREISTORICHE,0035-6514
RIVISTA DI SCIENZE RELIGIOSE,.
RIVISTA DI SCIENZE SOCIALI,2239-1126
RIVISTA DI SESSUOLOGIA,0392-1670
RIVISTA DI STATISTICA UFFICIALE,1828-1982
RIVISTA DI STATISTICA UFFICIALE,1972-4829
RIVISTA DI STORIA CONTEMPORANEA,0391-4240
RIVISTA DI STORIA DEL CRISTIANESIMO,1827-7365
RIVISTA DI STORIA DEL DIRITTO ITALIANO,0390-6744
RIVISTA DI STORIA DELLA CHIESA IN ITALIA,0035-6557
RIVISTA DI STORIA DELLA FILOSOFIA,0393-2516
RIVISTA DI STORIA DELLA MEDICINA,0035-6565
RIVISTA DI STORIA DELLA MINIATURA,1126-4772
RIVISTA DI STORIA DELLA SCIENZA,1122-0228
RIVISTA DI STORIA DELLA STORIOGRAFIA MODERNA,1590-4644
RIVISTA DI STORIA DELL'AGRICOLTURA,0557-1359
RIVISTA DI STORIA DELL'EDUCAZIONE,2384-8294
RIVISTA DI STORIA E LETTERATURA RELIGIOSA,0035-6573
RIVISTA DI STORIA ECONOMICA,0393-3415
RIVISTA DI STORIA FINANZIARIA,1721-6060
"RIVISTA DI STORIA, ARTE, ARCHEOLOGIA PER LE PROVINCE DI ALESSANDRIA E DI ASTI",2035-8644
RIVISTA DI STUDI BIZANTINI E NEOELLENICI,0557-1367
RIVISTA DI STUDI CANADESI,1120-3420
RIVISTA DI STUDI DANTESCHI,1594-1000
RIVISTA DI STUDI FENICI,0390-3877
RIVISTA DI STUDI ITALIANI,1916-5412
RIVISTA DI STUDI LIGURI,0035-6603
RIVISTA DI STUDI POLITICI,1120-4036
RIVISTA DI STUDI POLITICI INTERNAZIONALI,0035-6611
RIVISTA DI STUDI POMPEIANI,1120-3579
RIVISTA DI STUDI SUDASIATICI,1970-951X
RIVISTA DI STUDI SULLO STATO,2038-4882
RIVISTA DI STUDI UTOPICI,2035-8873
RIVISTA DI TEOLOGIA DELL'EVANGELIZZAZIONE,2281-9347
RIVISTA DI TEOLOGIA MORALE,0391-0946
RIVISTA DI VITA SPIRITUALE,0035-6638
RIVISTA ECONOMICA DEL MEZZOGIORNO,1120-9534
RIVISTA GEOGRAFICA ITALIANA,0035-6697
RIVISTA GIURIDICA DEL MEZZOGIORNO,1120-9542
RIVISTA GIURIDICA DEL MOLISE E DEL SANNIO,1120-8848
RIVISTA GIURIDICA DELL'AMBIENTE,0394-2287
RIVISTA INTERNAZIONALE DI DIRITTO COMUNE,1120-5695
RIVISTA INTERNAZIONALE DI FILOSOFIA DEL DIRITTO,0035-6727
RIVISTA INTERNAZIONALE DI FILOSOFIA E PSICOLOGIA,2039-4667
RIVISTA INTERNAZIONALE DI FILOSOFIA E PSICOLOGIA,2239-2629
RIVISTA INTERNAZIONALE DI MUSICA SACRA,0394-6282
RIVISTA INTERNAZIONALE DI SCIENZE SOCIALI,0035-676X
RIVISTA INTERNAZIONALE DI TECNICA DELLA TRADUZIONE,1722-5906
RIVISTA ITALIANA DEGLI ECONOMISTI,1593-8662
RIVISTA ITALIANA DI DIRITTO E PROCEDURA PENALE,0557-1391
"RIVISTA ITALIANA DI ECONOMIA, DEMOGRAFIA E STATISTICA",0035-6832
RIVISTA ITALIANA DI EDUCAZIONE FAMILIARE,1973-638X
RIVISTA ITALIANA DI EDUCAZIONE FAMILIARE,2037-1861
RIVISTA ITALIANA DI FILOSOFIA ANALITICA JUNIOR,2037-4445
RIVISTA ITALIANA DI FILOSOFIA DEL LINGUAGGIO,2036-6728
RIVISTA ITALIANA DI GRUPPOANALISI,1721-6664
RIVISTA ITALIANA DI LINGUISTICA E DI DIALETTOLOGIA,1128-6369
RIVISTA ITALIANA DI MEDICINA LEGALE,1124-3376
RIVISTA ITALIANA DI MUSICOLOGIA,0035-6867
RIVISTA ITALIANA DI ONOMASTICA,1124-8890
RIVISTA ITALIANA DI SCIENZA POLITICA,0048-8402
RIVISTA ITALIANA DI SCIENZE DELLA COMUNICAZIONE,2036-900X
RIVISTA ITALIANA DI STUDI NAPOLEONICI,0035-6913
RIVISTA ITALIANA DI TELERILEVAMENTO,1129-8596
RIVISTA LASALLIANA,1826-2155
RIVISTA LITURGICA,0035-6956
RIVISTA MEDICA,1127-6339
RIVISTA NAPOLEONICA,1825-3474
RIVISTA PER LE MEDICAL HUMANITIES,1661-9986
RIVISTA ROSMINIANA DI FILOSOFIA E DI CULTURA,0035-7030
"RIVISTA SCUOLA IAD. MODELLI, POLITICHE R&T",2036-9646
RIVISTA SPERIMENTALE DI FRENIATRIA,1129-6437
RIVISTA SPERIMENTALE DI FRENIATRIA,1972-5582
RIVISTA SPERIMENTALE DI FRENIATRIA E MEDICINA LEGALE DELLE ALIENAZIONI MENTALI,0370-7261
RIVISTA STORICA CALABRESE,0393-022X
RIVISTA STORICA DEI CAPPUCCINI DI NAPOLI,1971-1859
RIVISTA STORICA DEL LAZIO,1123-9239
RIVISTA STORICA DEL SANNIO,1720-0113
RIVISTA STORICA DELL'ANARCHISMO,1122-617X
RIVISTA STORICA DELL'ANTICHITA',0300-340X
RIVISTA STORICA ITALIANA,0035-7073
RIVISTA TEOLOGICA DI LUGANO,1420-6730
RIVISTA TRIMESTRALE DI DIRITTO E PROCEDURA CIVILE,0391-1896
RIVISTA TRIMESTRALE DI SCIENZA DELL'AMMINISTRAZIONE,0391-190X
RI-VISTA. RICERCHE PER LA PROGETTAZIONE DEL PAESAGGIO,1724-6768
RM RIVISTA,1593-2214
ROBOTICS AND AUTONOMOUS SYSTEMS,0921-8890
ROCINANTE,1971-2871
ROCZNIKI DZIEJÓW SPOŁECZNYCH I GOSPODARCZYCH,0080-3634
RODINA,0235-7089
ROGATE ERGO,1720-7355
ROGERIUS,1723-9699
ROMA MODERNA E CONTEMPORANEA,1122-0244
ROMAGNA ARTE E STORIA,0393-0238
ROMANI STUDIES,1528-0748
ROMÀNIA ORIENTALE,1121-4015
ROMANIAN JOURNAL OF REGIONAL SCIENCE,1843-8520
ROMANIAN REVIEW OF EUROPEAN GOVERNANCE STUDIES,2066-4885
ROMANIAN REVIEW OF INTERNATIONAL STUDIES,2065-863X
ROMANIAN REVIEW OF POLITICAL SCIENCES AND INTERNATIONAL RELATIONS,1841-2300
ROMANOBARBARICA,0391-285X
ROMANTISME,0048-8593
ROMISCHE HISTORISCHE MITTEILUNGEN,0080-3790
RŐMISCHE QUARTALSCHRIFT FŰR CHRISTLICHE ALTERTUMSKUNDE UND KIRCHENGESCHICHTE,0035-7812
ROSENZWEIG JAHRBUCH-ROSENZWEIG YEARBOOK,1862-829X
ROSSIISKAIA ISTORIIA (OTEčESTVENNAÂ ISTORIÂ),0869-5687
ROSSIJA XXI,0869-8503
Rozprawy Społeczne,2081-6081
RR. ROMA NEL RINASCIMENTO,2036-2463
RS. CUADERNOS DE REALIDADES SOCIALES,0302-7724
RSA JOURNAL,1592-4467
RSB. RICERCHE STORICO BIBLICHE,0394-980X
RSSI. RECHERCHES SÉMIOTIQUES. SEMIOTIC INQUIRY,0229-8651
RSU. RIVISTA DI STUDI UNGHERESI,1125-520X
RUCH FILOZOFICZNY,0035-9599
RUDIAE,1124-5344
RUE DESCARTES,1144-0821
RUEDES,1853-5658
RUSSELL,0036-0163
RUSSIAN JOURNAL OF COMMUNICATION,1940-9419
RUSSICA ROMANA,1128-6377
S&F SCIENZAEFILOSOFIA.IT.,2036-2927
SACER,.
SACRA MILITIA,1591-7142
SACRILEGENS,2237-6151
SACRIS ERUDIRI,0771-7776
SAECULUM,0080-5319
SAGE OPEN,2158-2440
SAGGI CHILD DEVELOPMENT & DISABILITIES,0390-5179
SAGGI E MEMORIE DI STORIA DELL'ARTE,0392-713X
SAITABI,0210-9980
SAJP,1608-9685
SAKARYA ÜNIVERSITESI FEN-EDEBIYAT FAKÜLTESI FEN-EDEBIYAT DERGISI,1301-3769
SALESIANUM,0036-3502
SALUTE E SOCIETÀ,1723-9427
SALZBURGER BEITRÄGE ZUR ERZIEHUNGSWISSENSCHAFT,1560-6333
SAMNIUM,0391-8718
SAN ROCCO,2038-4912
SANCTORUM,1824-2367
SANDALION,0392-5099
SANTO,0391-7819
SAPIENTIA,0036-4703
SAPIENZA,0036-4711
SAÚDE E SOCIEDADE,0104-1290
SBORNIK MATHEMATICS,1064-5616
SBORNÍK PRACÍ FILOZOFICKÉ FAKULTY BRNENSKÉ UNIVERZITY. RADA JAZYKOVEDNÁ,0231-7567
SCANDINAVIAN JOURNAL OF CARING SCIENCES,0283-9318
SCANDINAVIAN JOURNAL OF EDUCATIONAL RESEARCH,0031-3831
SCANDINAVIAN JOURNAL OF EDUCATIONAL RESEARCH,1470-1170
SCANDINAVIAN JOURNAL OF MEDICINE & SCIENCE IN SPORTS,0905-7188
SCHEDARIO,0036-5955
SCHEDE MEDIEVALI,0392-5404
SCHEDE UMANISTICHE,1122-6323
SCHERIA,1122-1852
SCHIFANOIA,0394-5421
SCHIFANOIA,2038-6591
SCHOLA SALERNITANA: ANNALI,1590-7937
SCHOLIA,1018-9017
SCHOOL EFFECTIVENESS AND SCHOOL IMPROVEMENT,0924-3453
SCHOOL EFFECTIVENESS AND SCHOOL IMPROVEMENT,1744-5124
SCHOOL LEADERSHIP & MANAGEMENT,1363-2434
SCHOOL LEADERSHIP & MANAGEMENT,1364-2626
SCHOOL PSYCHOLOGY INTERNATIONAL,0143-0343
SCHOPENHAUER-JAHRBUCH,0080-6935
SCHWEIZERISCHE ZEITSCHRIFT FUER BILDUNGS WISSENSCHAFTEN,1424-3946
SCHWEIZERISCHE ZEITSCHRIFT FÜR GESCHICHTE,0036-7834
SCHWEIZERISCHE ZEITSCHRIFT FÜR RELIGIONS- UND KULTURGESCHICHTE,1661-3880
SCIAMVS,1345-4617
SCIENCE,0036-8075
SCIENCE & EDUCATION,0926-7220
SCIENCE & PUBLIC POLICY,0302-3427
SCIENCE & SOCIETY,0036-8237
SCIENCE AND ENGINEERING ETHICS,1353-3452
SCIENCE AS CULTURE,0950-5431
SCIENCE IN CONTEXT,0269-8897
SCIENCE OF GYMNASTICS JOURNAL,1855-7171
SCIENCE OF THE TOTAL ENVIRONMENT,0048-9697
SCIENCES-CROISÉES,.
SCIENTIAE MATHEMATICAE JAPONICAE,1346-0862
SCIENTIFICA ACTA,1973-5227
SCIENTOMETRICS,0138-9130
SCIENZA & POLITICA,1590-4946
SCIENZA & POLITICA,1825-9618
SCIENZA E CONOSCENZA,1720-9986
SCIENZA E PACE,2039-1749
SCIENZA E STORIA,1122-3693
SCIENZA RIABILITATIVA,1828-3942
SCIENZASOCIETA,0392-7946
SCIENZE DEL PENSIERO E DEL COMPORTAMENTO,1826-4662
SCIENZE DELL'ANTICHITÀ,1123-5713
SCIENZE GASTRONOMICHE,1973-6096
"SCIENZE MOTORIE, ORTOPEDICHE, RIABILITATIVE",2282-2496
SCIRES-IT,2239-4303
SCOTTISH GEOGRAPHICAL JOURNAL,1470-2541
SCOTTISH JOURNAL OF POLITICAL ECONOMY,0036-9292
SCRINEUM,1128-5656
SCRINIA,1824-6060
SCRIPTA,1971-9027
SCRIPTA ETHNOLOGICA,0325-6669
SCRIPTA MERCATURAE,0036-973X
SCRIPTORIUM,0036-9772
SCRITTI DI GRUPPO,.
SCRITTURA,0391-4224
SCRITTURA E CIVILTÀ,0392-1697
SCRITTURE DI STORIA,1590-7945
SCUOLA & AMMINISTRAZIONE,1971-6591
SCUOLA DELL'INFANZIA,1590-3206
SCUOLA DEMOCRATICA,.
SCUOLA DEMOCRATICA,1129-731X
SCUOLA DEMOCRATICA,2039-2699
SCUOLA E CITTÀ,0036-9853
SCUOLA E DIDATTICA,0036-9861
SCUOLA E L'UOMO,0036-978X
SCUOLA E VITA,2036-3362
SCUOLA ITALIANA MODERNA,0036-9888
SCUOLA MATERNA,0392-2820
SECONDO TEMPO,.
SECRETUM ONLINE,1970-7754
SEEING AND PERCEIVING,1878-4755
SEFARAD,0037-0894
SEFER YUHASIN,2281-6062
SEGLE XX,1889-1152
SEGNI E COMPRENSIONE,1121-6530
SEGNO,0391-3910
SEGNO E TESTO,2037-0245
SEGUSIUM,.
SEICENTO E SETTECENTO,1828-2148
SEIZIÈME SIÈCLE,1774-4466
SEIZURE,1059-1311
SELECCIONES DE FRANCISCANISMO,1885-0588
SÉMATA,1137-9669
SEMESTRALE DI STUDI E RICERCHE DI GEOGRAFIA,1125-5218
SEMICERCHIO,1123-4075
SÉMINAIRE LOTHARINGIEN DE COMBINATOIRE,1286-4889
SEMINARIUM,0582-6314
SEMIOSIS,0187-9316
SEMIOTICA,0037-1998
SEMIOTICA,1613-3692
SEMIOTICHE,.
SENSORS & TRANSDUCERS,1726-5479
SEQÜÊNCIA,0101-9562
SERCLUS,2279-784X
SET BULLETIN,1450-0647
SETTENTRIONE. NUOVA SERIE,1237-9964
SEXTANT,1370-267X
SEXUALITY AND DISABILITY,0146-1044
SFOGLIALIBRO,1120-253X
SHAKESPEARE,1745-0918
SHAKESPEARE,1745-0926
SHAKESPEARE QUARTERLY,0037-3222
SHAKESPEARE STUDIES,0582-9399
SHAMAN,1216-7827
SHI XUE JI KAN,0559-8095
SHIEN,0386-9318
SI SOMOS AMERICANOS,0718-2910
SIAM JOURNAL ON CONTROL AND OPTIMIZATION,0363-0129
SIAM JOURNAL ON MATHEMATICAL ANALYSIS,0036-1410
SIBRIUM,0559-9628
SICILIA ARCHEOLOGICA,0037-4571
SICULORUM GYMNASIUM,0037-458X
SIFP,1825-0327
SIGN LANGUAGE & LINGUISTICS,1569-996X
SIGN LANGUAGE STUDIES,0302-1475
SIGN SYSTEMS STUDIES,1406-4243
SIGNA,1133-3634
SIGNATA,2032-9806
SIGNO,0258-2112
SIGNOS FILOSÓFICOS,1665-1324
SILENO,1128-2118
SIMBIO-LOGIAS,1983-3253
SIMBLOS,1123-6477
SIMEU JOURNAL,.
SIMMEL STUDIES,1616-2552
SIMPLEGADI,1721-5633
SINDACALISMO,1972-182X
SINERGIE,0393-5108
SINESTESIE,1721-3509
SÍNTESE,0103-4332
SINTESI,1828-5155
SINTESI,2240-2918
SINTESI DIALETTICA,2037-2957
SIRIS,1824-8659
SISTEMA,0210-0223
SISTEMA SALUTE,2280-0166
SISTEMI INTELLIGENTI,1120-9550
SITUATIONS,1559-1565
SKEPSIS,1105-1582
SKILL,1971-4866
SLAVIA,2038-0968
SLAVIC REVIEW,0037-6779
SLAVICA LITTERARIA,1212-1509
SLAVICA OCCITANIA,1245-2491
SLAVONIC AND EAST EUROPEAN REVIEW,0037-6795
SLOVO A SLOVESNOST,0037-7031
SM ANNALI DI SAN MICHELE,1120-5687
SMALL GROUP RESEARCH,1046-4964
S-NODI PUBBLICI E PRIVATI NELLA STORIA CONTEMPORANEA,2280-6903
SOCCER AND SOCIETY,1466-0970
SOCIAL & CULTURAL GEOGRAPHY,1464-9365
SOCIAL & CULTURAL GEOGRAPHY,1470-1197
SOCIAL ANTHROPOLOGY,0964-0282
SOCIAL CHOICE AND WELFARE,0176-1714
SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE,1749-5016
SOCIAL COMPASS,0037-7686
SOCIAL EPISTEMOLOGY,0269-1728
SOCIAL HISTORY,0307-1022
SOCIAL HISTORY OF MEDICINE,0951-631X
SOCIAL HISTORY OF MEDICINE,1477-4666
SOCIAL HOUSING,1974-6997
SOCIAL IDENTITIES,1350-4630
SOCIAL INDICATORS NETWORK NEWS,0885-6729
SOCIAL INDICATORS RESEARCH,0303-8300
SOCIAL NETWORKS,0378-8733
SOCIAL PHILOSOPHY & POLICY,0265-0525
SOCIAL PHILOSOPHY AND POLICY,1471-6437
SOCIAL PSYCHOLOGY OF EDUCATION,1381-2890
SOCIAL SCIENCE INFORMATION,0539-0184
SOCIAL SCIENCE JAPAN JOURNAL,1369-1465
SOCIAL SEMIOTICS,1035-0330
SOCIAL STUDIES OF SCIENCE,0306-3127
SOCIAL THEORY AND PRACTICE,0037-802X
SOCIAL THEORY AND PRACTICE,2154-123X
SOCIAL TRENDS,.
SOCIAL WORK & SOCIETY,1613-8953
SOCIETÀ E STORIA,0391-6987
SOCIETÀ ITALIANA DI MEDICINA GENERALE,1724-1375
SOCIETÀMUTAMENTOPOLITICA,2038-3150
SOCIETATE SI POLITICA,1843-1348
SOCIÉTÉS,0765-3697
SOCIÉTÉS & REPRÉSENTATIONS,1262-2966
SOCIÉTÉS ET JEUNESSES EN DIFFICULTÉ,1953-8375
SOCIETY & ANIMALS,1063-1119
SOCIOLOGIA,0038-0156
SOCIOLOGIA DEL DIRITTO,0390-0851
SOCIOLOGIA DEL LAVORO,0392-5048
SOCIOLOGIA DELLA COMUNICAZIONE,1121-1733
SOCIOLOGIA E POLITICHE SOCIALI,1591-2027
SOCIOLOGIA E RICERCA SOCIALE,1121-1148
SOCIOLOGIA URBANA E RURALE,0392-4939
SOCIOLOGICA,1971-8853
SOCIOLOGICAL METHODS & RESEARCH,0049-1241
SOCIOLOGIE DU TRAVAIL,0038-0296
SOCIOLOGIES,1992-2655
SOCIOLOGY MIND,2160-083X
SOFIA,1125-7474
SOFT COMPUTING,1432-7643
SOFT COMPUTING,1433-7479
SOIL & SEDIMENT CONTAMINATION,1532-0383
SOIL & TILLAGE RESEARCH,0167-1987
SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,0361-5995
SOLAR PHYSICS,0038-0938
SOLOVʹËVSKIE ISSLEDOVANIÂ,2076-9210
SOMA,1127-0691
SOPHIA,1825-005X
SOPHIA,2036-5047
SOPHIAS,1973-2929
SORITES,1135-1349
SOUDOBE' DEJINY,1210-7050
SOUTH AFRICAN HISTORICAL JOURNAL,0258-2473
SOUTH AFRICAN HISTORICAL JOURNAL,1726-1686
SOUTH AFRICAN JOURNAL OF EDUCATION,0256-0100
SOZIAL.GESCHICHTE,1660-2870
SOZIAL.GESCHICHTE ONLINE,1869-4748
SPAGNA CONTEMPORANEA,1121-7480
SPATIAL ECONOMIC ANALYSIS,1742-1772
SPATIAL ECONOMIC ANALYSIS,1742-1780
SPAZIO FILOSOFICO,2038-6788
"SPECIMINA NOVA DISSERTATIONUM EX INSTITUTO HISTORICO UNIVERSITATIS QUINQUEECCLESIENSIS DE IANOPANNONIO NOMINATAE",0238-4078
SPECULUM,0038-7134
SPECULUM,2040-8072
SPICAE (EN LIGNE),2257-6819
