TITOLO,ISSN
QUADERNI DI ARCHEOLOGIA DELLA LIBIA,0079-8258
QUADERNI DI ARCHITETTURA,.
QUADERNI DI DIRITTO ED ECONOMIA DEL TERRITORIO,.
QUADERNI DI FILOLOGIA E LINGUE ROMANZE,1971-4858
QUADERNI DI LEGISLAZIONE TECNICA,1825-7003
QUADERNI DI PALAZZO TE,0394-5847
QUADERNI DI SCIENZA DELLA CONSERVAZIONE,1592-6443
QUADERNI DI SCIENZA POLITICA,1124-7959
QUADERNI DI STORIA DELL'UNIVERSITÀ DI TORINO,1721-5838
QUADERNI ESTENSI,2036-5101
QUADERNI REGIONALI,1593-862X
QUADERNI STORICI,0301-6307
QUADERNI TRIMESTRALI / CONSORZIO VENEZIA NUOVA,.
QUADERNI. CENTRO DI RICERCHE INFORMATICHE PER I BENI CULTURALI. SCUOLA NORMALE SUPERIORE. PISA,1594-1701
QUADERNI: DOCUMENTI SULLA MANUTENZIONE URBANA DI VENEZIA,.
QUADERNO DEL LABORATORIO UNIVERSITARIO VOLTERRANO,1592-9922
QUADERNO DI STORIA CONTEMPORANEA,1122-536X
QUADERNO. DIPARTIMENTO DI ARCHITETTURA ED URBANISTICA DELL'UNIVERSITÀ DEGLI STUDI DI CATANIA.,1970-237X
QUADERNS D'ARQUITECTURA I URBANISME,1886-1989
QUADRATO,.
QUAESTIO,2038-5528
QUALITÀ,1120-8120
QUALITÀ,2037-4186
QUARRY AND CONSTRUCTION,2036-9034
QUASAR,1128-708X
QUESTE ISTITUZIONI,1121-3353
QUESTIONS DE COMMUNICATION,1633-5961
R. RAPPORTO SULLA ECONOMIA ABRUZZESE,1721-1867
RA. REVISTA DE ARQUITECTURA,1138-5596
RACCOLTA VINCIANA,2038-0917
RANDOSUKĒPU KENKYŪ,1340-8984
RARA VOLUMINA,1122-8148
RASSEGNA,0393-0203
RASSEGNA DEL CENTRO DI CULTURA E STORIA AMALFITANA,1974-692X
RASSEGNA DI ARCHEOLOGIA PREISTORICA E PROTOSTORICA,1721-629X
RASSEGNA DI ARCHITETTURA E URBANISTICA,0392-8608
RASSEGNA DI DIRITTO ED ECONOMIA DELLO SPORT,1970-5611
"RASSEGNA DI STUDI E NOTIZIE. RACCOLTA DELLE STAMPE A. BERTARELLI. RACCOLTA DI ARTE APPLICATA. MUSEO DEGLI
STRUMENTI MUSICALI",0394-4808
RASSEGNA ECONOMICA,0390-010X
"RASSEGNA ECONOMICA, QUADERNI DI RICERCA",1720-2515
RASSEGNA ITALIANA DI SOCIOLOGIA,0486-0349
RASSEGNA VOLTERRANA,0391-1837
RATIO SOCIOLOGICA,2035-3871
RAUMPLANUNG,0176-7534
RAVENNA STUDI E RICERCHE,1128-7403
RE. REAL ESTATE,1723-3208
RECUPERARE L'EDILIZIA,1126-3938
RECUPERARE. PROGETTI. CANTIERI. TECNOLOGIE. PRODOTTI,0392-4599
RECUPERO E CONSERVAZIONE,1826-4204
RECUPERO E CONSERVAZIONE,2283-7558
REDIGE,2179-1619
REGIONAL ENVIRONMENTAL CHANGE,1436-3798
REGIONAL SCIENCE INQUIRY,1791-5961
REMOTE SENSING,2072-4292
REMOTE SENSING OF ENVIRONMENT,0034-4257
RENAISSANCE QUARTERLY,0034-4338
RENAISSANCE QUARTERLY,1935-0236
RENAISSANCE STUDIES,0269-1213
RENDICONTI DI MATEMATICA E DELLE SUE APPLICAZIONI,1120-7183
RENDICONTI LINCEI. SCIENZE FISICHE E NATURALI,2037-4631
RENDICONTI ONLINE DELLA SOCIETÀ GEOLOGICA ITALIANA,2035-8008
RENEWABLE & SUSTAINABLE ENERGY REVIEWS,1364-0321
RENEWABLE ENERGY,0960-1481
RE-PUBLIC,1791-857X
RES,0277-1322
RESCOGITANS,1828-7778
RESEARCH AND PRACTICE FOR PERSONS WITH SEVERE DISABILITIES,1540-7969
RESEARCH JOURNAL OF TEXTILE AND APPAREL,1560-6074
RESEARCH ON COMPUTING SCIENCE,1665-9899
RESTAURACIÓN & REHABILITACIÓN,1134-4571
RESTAURO,0391-4275
RESTAURO,0933-4017
RESTAURO ARCHEOLOGICO,1724-9686
RESTORATION OF BUILDINGS AND MONUMENTS,1864-7251
REVIEW OF ECONOMIC CONDITIONS IN ITALY,0034-6799
REVIJA ZA GEOGRAFIJO,1854-665X
REVISTA CIENTÍFICA DE ARQUITECTURA Y URBANISMO,1815-5898
REVISTA CPC,1980-4466
REVISTA CRÍTICA DE CIÊNCIAS SOCIAIS,0254-1106
REVISTA DE ARQUITECTURA,0716-8772
REVISTA DE ARQUITECTURA,1657-0308
REVISTA DE ESTUDIOS INTERNACIONALES MEDITERRÁNEOS,1887-4460
REVISTA DE LA ASOCIACIÓN GEOLÓGICA ARGENTINA,0004-4822
"REVISTA INTERNACIONAL DE SOSTENIBILIDAD, TECNOLOGÍA Y HUMANISMO",1988-0928
REVUE D'ARCHEOMETRIE,0399-1237
REVUE DE GEOGRAPHIE ALPINE,0035-1121
REVUE DE L'ART,0035-1326
REVUE DES NOUVELLES TECHNOLOGIES DE L'INFORMATION,1764-1667
REVUE D'HISTOIRE ECCLÉSIASTIQUE,0035-2381
RIABITA,0393-4411
RICERCA E PROGETTO,1123-9263
RICERCHE DI S/CONFINE,2038-8411
RICERCHE DI STORIA DELL'ARTE,0392-7202
RICERCHE DI STORIA POLITICA,1120-9526
RICERCHE STORICHE,0392-162X
RICERCHE SUL '600 NAPOLETANO,.
RIFLESSIONI SISTEMICHE,2281-3373
RINASCIMENTO MERIDIONALE,2038-6680
RISCO,1679-3498
RIV. RASSEGNA ITALIANA DI VALUTAZIONE,1826-0713
RIVES MÉDITERRANÉENNES,2103-4001
RIVES NORD MÉDITERRANÉENNES.,0986-8410
RIVISTA ABRUZZESE,0035-5739
RIVISTA DEL CONSULENTE TECNICO,0394-6916
RIVISTA DELL' ISTITUTO NAZIONALE DI ARCHEOLOGIA E STORIA DELL' ARTE,0392-5285
RIVISTA DELLA SCUOLA SUPERIORE DELL'ECONOMIA E DELLE FINANZE,.
RIVISTA DELLA STAZIONE SPERIMENTALE DEL VETRO,0391-4259
RIVISTA DELL'AGENZIA DEL TERRITORIO,1593-2192
RIVISTA DELL'ISTITUTO PER LA STORIA DELL'ARTE LOMBARDA,2039-4187
RIVISTA DELL'ISTRUZIONE,0394-8447
RIVISTA DI ARCHEOLOGIA,0392-0895
RIVISTA DI ARCHEOLOGIA CRISTIANA,0035-6042
RIVISTA DI ECONOMIA AGRARIA,0035-6190
RIVISTA DI ECONOMIA E STATISTICA DEL TERRITORIO,1971-0380
RIVISTA DI ESTETICA,0035-6212
RIVISTA DI INGEGNERIA AGRARIA,0304-0593
RIVISTA DI METEOROLOGIA AERONAUTICA,0035-6328
RIVISTA DI PSICOLOGIA,0393-0610
RIVISTA DI PSICOLOGIA DELL'ARTE,0393-9898
RIVISTA DI SCIENZE DEL TURISMO,2037-7916
RIVISTA DI SCIENZE SOCIALI,2239-1126
RIVISTA DI STATISTICA UFFICIALE,1828-1982
RIVISTA DI STORIA DELL'AGRICOLTURA,0557-1359
"RIVISTA DI STORIA, ARTE, ARCHEOLOGIA PER LE PROVINCE DI ALESSANDRIA E DI ASTI",2035-8644
RIVISTA DI STUDI POMPEIANI,1120-3579
RIVISTA DI STUDI SULLA SOSTENIBILITÀ,2239-1959
RIVISTA DI TOPOGRAFIA ANTICA,1121-5275
RIVISTA ECONOMICA DEL MEZZOGIORNO,1120-9534
RIVISTA GEOGRAFICA ITALIANA,0035-6697
RIVISTA GIURIDICA DEL MEZZOGIORNO,1120-9542
RIVISTA GIURIDICA DELLA SCUOLA,0391-1845
RIVISTA GIURIDICA DELL'EDILIZIA,0485-2435
RIVISTA ITALIANA DI ACUSTICA,0393-1110
RIVISTA ITALIANA DI ARCHEOASTRONOMIA,1972-9170
RIVISTA ITALIANA DI ERGONOMIA,2037-3910
RIVISTA ITALIANA DI STUDI NAPOLEONICI,0035-6913
RIVISTA ITALIANA DI TELERILEVAMENTO,1129-8596
RIVISTA LITURGICA,0035-6956
RIVISTA MARITTIMA,0035-6964
RIVISTA MUSEO TORINO,2038-4068
RIVISTA NAPOLEONICA,1825-3474
RIVISTA STORICA CALABRESE,0393-022X
RIVISTA STORICA DEL LAZIO,1123-9239
RIVISTA TECNICA,0376-6861
RIVISTA TEOLOGICA DI LUGANO,1420-6730
RIVISTA TRIMESTRALE DI SCIENZA DELL'AMMINISTRAZIONE,0391-190X
RI-VISTA. RICERCHE PER LA PROGETTAZIONE DEL PAESAGGIO,1724-6768
ROLSA,1724-7152
ROMA MODERNA E CONTEMPORANEA,1122-0244
ROMAGNA ARTE E STORIA,0393-0238
ROMISCHE HISTORISCHE MITTEILUNGEN,0080-3790
ROMISCHES JAHRBUCH DER BIBLIOTHECA HERTZIANA,0940-7855
ROMULA,1695-4076
RR. ROMA NEL RINASCIMENTO,2036-2463
RUE DESCARTES,1144-0821
"SABIEDRIBA, INTEGRACIJA, IZGLITIBA",1691-5887
SAE INTERNATIONAL JOURNAL OF AEROSPACE,1946-3855
SAE INTERNATIONAL JOURNAL OF PASSENGER CARS. ELECTRONIC AND ELECTRICAL SYSTEMS,1946-4614
SAE TECHNICAL PAPER,0148-7191
SAGGI E MEMORIE DI STORIA DELL'ARTE,0392-713X
SALUTE E SOCIETÀ,1723-9427
SALUTE E TERRITORIO,0392-4505
SAN ROCCO,2038-4912
SCELTE PUBBLICHE,.
SCHIFANOIA,0394-5421
SCHIFANOIA,2038-6591
SCHOLION,1424-1854
SCHWEIZERISCHE ZEITSCHRIFT FÜR FORSTWESEN,0036-7818
SCIENCE,0036-8075
SCIENCE AND ENGINEERING OF COMPOSITE MATERIALS,0792-1233
SCIENCE AND TECHNOLOGY FOR CULTURAL HERITAGE,1121-9122
SCIENCE AND TECHNOLOGY FOR CULTURAL HERITAGE,1724-1847
SCIENCE OF THE TOTAL ENVIRONMENT,0048-9697
SCIENTIFIC REPORTS,2045-2322
SCIENTIFIC RESEARCH AND ESSAYS,1992-2248
SCIENZA E BENI CULTURALI,2039-9790
SCIENZE DELL'ANTICHITÀ,1123-5713
SCIRES-IT,2239-4303
SCOTTISH GEOGRAPHICAL JOURNAL,1470-2541
SCRINIA,1824-6060
SCRIPTA NOVA,1138-9788
SCRITTURA,0391-4224
SCUOLA E CITTÀ,0036-9853
SEGNOCINEMA,0393-3865
SEMESTRALE DI STUDI E RICERCHE DI GEOGRAFIA,1125-5218
SENSORS,1424-8220
SENTIERI URBANI,2036-3109
SERRAMENTI+DESIGN,1824-4696
SHIDAI JIANZHU,1005-684X
SHIJIE JIANZHU,1002-4832
SHINEI SHEJI,1006-2181
SICILIA ARCHEOLOGICA,0037-4571
SIGNAL PROCESSING,0165-1684
SILVAE,2036-5756
SINESTESIE,1721-3509
SISTEMI INTELLIGENTI,1120-9550
SISTEMI TRASPORTO,0394-8471
SITES ET MONUMENTS,0489-0280
SITI,.
SITI,2038-7229
SLM,1592-792X
SOCIAL & CULTURAL GEOGRAPHY,1464-9365
SOCIAL HOUSING,1974-6997
SOCIAL INDICATORS RESEARCH,0303-8300
SOCIAL POLICY & ADMINISTRATION,0144-5596
SOCIALDESIGNZINE,2036-2277
SOCIETÀ E STORIA,0391-6987
SOCIO-ECONOMIC PLANNING SCIENCES,0038-0121
SOCIOLOGIA DEL LAVORO,0392-5048
SOCIOLOGIA DELLA COMUNICAZIONE,1121-1733
SOCIOLOGIA URBANA E RURALE,0392-4939
SOIL DYNAMICS AND EARTHQUAKE ENGINEERING,0267-7261
SOIL USE AND MANAGEMENT,0266-0032
SOLAR ENERGY,0038-092X
SOLAR ENERGY MATERIALS AND SOLAR CELLS,0927-0248
SOPHIA,.
SOPHIA,2036-5047
SPAZIO ARCHITETTURA,.
SPAZIO FILOSOFICO,2038-6788
SPAZIO RICERCA,.
SPECIALIZZATA EDILIZIA,2240-8010
SPOLA - LUOGHI RETI PROPOSTE.,1970-4186
SR SCIENZE REGIONALI,1720-3929
STADT UND GRUEN,0948-9770
STADTBAUWELT,0585-0096
STÄDTE IM UMBRUCH,1862-0647
STARINAR,0350-0241
STORIA DELL'ARTE,0392-4513
STORIA DELL'URBANISTICA,2035-8733
STORIA DELL'URBANISTICA - TOSCANA,.
STORIA DELL'URBANISTICA. CAMPANIA,.
STORIA DELL'URBANISTICA-SICILIA,.
STORIA E FUTURO,1720-190X
STORIA IN LOMBARDIA,1828-2008
STORIA URBANA,0391-2248
STORICAMENTE,1825-411X
STRADE & AUTOSTRADE,1723-2155
STRADE & AUTOSTRADE,1723-2163
STRATAGEMMI,2036-5233
STRATEGIC DESIGN RESEARCH JOURNAL,1984-2988
STROKE,0039-2499
STRUCTURAL,2282-3794
STRUCTURAL ENGINEERING INTERNATIONAL,1016-8664
STRUCTURAL SURVEY,0263-080X
STRUCTURE AND INFRASTRUCTURE ENGINEERING,1573-2479
STRUMENTI CRITICI,0039-2618
STUDI BITONTINI,0392-1727
STUDI COSTIERI,1129-8588
STUDI DI MUSEOLOGIA AGRARIA,1724-0298
STUDI DI STORIA DELL'ARTE,1123-5683
STUDI E DOCUMENTI DI ARCHITETTURA,0301-6455
STUDI GORIZIANI,0392-1735
STUDI MONREGALESI,1128-3580
STUDI MONTEFELTRANI,0394-5499
STUDI MUSICALI,0391-7789
STUDI PIEMONTESI,0392-7261
STUDI RINASCIMENTALI,1724-6164
STUDI ROMAGNOLI,0081-6205
STUDI ROMANI,0039-2995
STUDI STORICI LUIGI SIMEONI,2035-8768
STUDI SUL SETTECENTO ROMANO,1124-3910
STUDI SULL'ORIENTE CRISTIANO,1127-2171
STUDI TIZIANESCHI,.
STUDI TRENTINI DI SCIENZE NATURALI. ACTA GEOLOGICA,0392-0534
STUDI TRENTINI DI SCIENZE STORICHE. SEZIONE SECONDA,0392-0704
STUDI TRENTINI. ARTE,2239-9712
STUDI VENEZIANI,0392-0437
STUDIA BORROMAICA,1128-7039
STUDIA PICENA,0392-1719
STUDIES IN CONSERVATION,0039-3630
STUDIES IN REGIONAL AND URBAN PLANNING,1106-2606
STUDIES IN THE HISTORY OF GARDENS & DESIGNED LANDSCAPES,1460-1176
STUDIOLO,1635-0871
STUDIUM,1722-6910
SUIKOUGAKU ROMBUNSHUU,1880-8751
SURFACE & COATINGS TECHNOLOGY,0257-8972
SURFACE AND INTERFACE ANALYSIS,0142-2421
SURVEY REVIEW,0039-6265
SUSTAINABILITY,2071-1050
SUSTAINABLE CITIES AND SOCIETY,2210-6707
SUSTAINABLE DEVELOPMENT,1099-1719
SUVREMENI PROMET,0351-1898
SVILUPPO & ORGANIZZAZIONE,0391-7045
SVILUPPO LOCALE,1974-2193
SYNTHETIC METALS,0379-6779
T&T TRASPORTI E TRAZIONE,1120-8732
T&T. TRASPORTI E TERRITORIO,1723-7432
TACCUINI D'ARTE,.
TAFTER JOURNAL,1974-563X
TAO TRANSMITTING ARCHITECTURE ORGAN,.
TAO TRANSMITTING ARCHITECTURE ORGAN,2038-0860
TARAS,0393-0270
TEC21,1424-800X
TECHNE,2239-0243
TECHNE,2240-7391
TECHNÉ,1254-7867
TECHNIQUES ET ARCHITECTURE,0373-0719
TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,0040-1625
TECHNOVATION,0166-4972
TECLA. RIVISTA,2038-6133
TECNICA OSPEDALIERA,0392-4831
"TECNICAL REPORTS / UNIVERSITA DEGLI STUDI DI BRESCIA, DIPARTIMENTO DI INGEGNERIA CIVILE",.
TEMA,1970-9870
TEMA,1970-9889
TEMA. TEMPO MATERIA ARCHITETTURA,.
TEMAS DE ANTROPOLOGÍA Y MIGRACIÓN,1853-354X
TEMATY Z SZEWSKIEJ,1898-3901
TEORIE & MODELLI,0393-2834
TERRITOIRE(S) WALLON(S),1784-4991
TERRITOIRES 2020,1622-891X
TERRITORI,2039-8069
TERRITORIO,0327-3210
TERRITORIO,1825-8689
TERRITORIO ITALIA,2240-7707
THE ARCHITECT'S NEWSPAPER,1552-8081
THE ARCHITECTURAL REVIEW,0003-861X
THE ART NEWSPAPER,0960-6556
THE BALTIC JOURNAL OF ROAD AND BRIDGE ENGINEERING,1822-427X
THE BUILT & HUMAN ENVIRONMENT REVIEW,1759-0574
THE BURLINGTON MAGAZINE,0007-6287
THE E-JOURNAL OF NONDESTRUCTIVE TESTING,1435-4934
"THE EUROPEAN PHYSICAL JOURNAL. B, CONDENSED MATTER PHYSICS",1434-6028
THE EUROPEAN PHYSICAL JOURNAL. SPECIAL TOPICS,1951-6355
THE GARDEN DESIGN JOURNAL,1356-6458
THE GEORGIAN GROUP JOURNAL,0963-1070
THE HISTORIC ENVIRONMENT,1756-7505
"THE INTERNATIONAL ARCHIVES OF THE PHOTOGRAMMETRY, REMOTE SENSING AND SPATIAL INFORMATION SCIENCES",1682-1777
THE INTERNATIONAL CORONELLI SOCIETY FOR THE STUDY OF GLOBES NEWS,1680-5356
"THE INTERNATIONAL JOURNAL OF ARCHITECTONIC, SPATIAL, AND ENVIRONMENTAL DESIGN",2325-1662
THE INTERNATIONAL JOURNAL OF LIFE CYCLE ASSESSMENT,0948-3349
THE INTERNATIONAL JOURNAL OF SUSTAINABLE DEVELOPMENT AND WORLD ECOLOGY,1350-4509
THE INTERNATIONAL JOURNAL OF THE ARTS IN SOCIETY,1833-1866
THE INTERNATIONAL JOURNAL OF VIRTUAL REALITY,1081-1451
THE ITALIAN JOURNAL OF ZOOLOGY,1125-0003
THE JOURNAL OF AESTHETICS AND ART CRITICISM,0021-8529
THE JOURNAL OF ARCHITECTURE,1360-2365
THE JOURNAL OF DESIGN,.
THE JOURNAL OF EGYPTIAN ARCHAEOLOGY,0307-5133
THE JOURNAL OF ENVIRONMENT & DEVELOPMENT,1070-4965
THE JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,0001-4966
THE JOURNAL OF THE BUILDING LIMES FORUM,1479-6902
THE JOURNAL OF VENOMOUS ANIMALS AND TOXINS INCLUDING TROPICAL DISEASES,1678-9199
THE NEW GRIFFON. NEW SERIES,1107-3136
THE ONLINE JOURNAL ON COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,2090-4517
THE PHOTOGRAMMETRIC RECORD,0031-868X
THE PLAN,1720-6553
THE SCENOGRAPHER,1722-6201
THE SCENOGRAPHER,1722-6694
THE SIXTEENTH CENTURY JOURNAL,0361-0160
THE STRUCTURAL DESIGN OF TALL AND SPECIAL BUILDINGS,1541-7794
THEMATA CHOROU + TECHNON,0074-1191
THEORETICAL AND APPLIED FRACTURE MECHANICS,0167-8442
THEORETICAL ISSUES IN ERGONOMICS,1463-922X
THEORETICAL ISSUES IN ERGONOMICS SCIENCE,1464-536X
THEORY & PSYCHOLOGY,0959-3543
THEORY AND PRACTICE OF LOGIC PROGRAMMING,1471-0684
THERMOCHIMICA ACTA,0040-6031
THIASOS,2279-7297
THIN SOLID FILMS,0040-6090
TICCIH BULLETIN,1605-6647
TITOLO,1120-5539
TOPIARIA HELVETICA,1424-9235
TOPOS,0942-752X
TÓPOS E PROGETTO,.
TOPSCAPE PAYSAGE,2279-7610
TOURISM AND HOSPITALITY PLANNING & DEVELOPMENT,1479-053X
TOWN PLANNING REVIEW,0041-0020
TRADITIONAL DWELLINGS AND SETTLEMENTS REVIEW,1050-2092
TRAFFIC ENGINEERING & CONTROL,0041-0683
TRANS,1420-9713
TRANSACTIONS IN GIS,1361-1682
TRANSACTIONS OF THE ASABE,2151-0032
TRANSACTIONS ON COMPUTATIONAL SCIENCE,1866-4733
TRANSFORMING GOVERNMENT,1750-6166
TRANSPORT ENVIRONNEMENT CIRCULATION,0397-6513
TRANSPORT POLICY,0967-070X
TRANSPORT REVIEWS,0144-1647
TRANSPORTATION,0049-4488
TRANSPORTATION PLANNING AND TECHNOLOGY,0308-1060
TRANSPORTATION RESEARCH PART F: TRAFFIC PSYCHOLOGY AND BEHAVIOUR,1369-8478
TRANSPORTATION RESEARCH RECORD,0361-1981
"TRANSPORTATION RESEARCH. PART D, TRANSPORT AND ENVIRONMENT",1361-9209
TRASPORTI,0390-4520
TRASPORTI & CULTURA,1971-6524
TRASPORTI & CULTURA,2280-3998
T-R-E-M-O-R-S,2051-7653
TRIA,1974-6849
TRIA,2281-4574
TRIALOG,0724-6234
TSPORT,1121-6913
TUKUYMIGRA,.
TUNNELLING AND UNDERGROUND SPACE TECHNOLOGY,0886-7798
TURRIS BABEL,2281-3292
TYPO,1214-0716
U & C. UNIFICAZIONE E CERTIFICAZIONE,0394-9605
UMBRIA CONTEMPORANEA,2240-3337
UNIVERSITAS FORUM,2070-6790
URBAN,1138-0810
URBAN DESIGN,.
URBAN DESIGN,0276-0339
URBAN DESIGN,1750-712X
URBAN DESIGN INTERNATIONAL,1357-5317
URBAN HISTORY,0963-9268
URBAN HISTORY,1469-8706
URBAN HISTORY REVIEW REVUE D'HISTOIRE URBAINE,0703-0428
URBAN MORPHOLOGY,1027-4278
URBAN RESEARCH & PRACTICE,1753-5069
URBAN STUDIES,0042-0980
URBANISME,1240-0874
URBANISMUL,1844-802X
URBANISTICA,0042-1022
URBANISTICA DOSSIER,1128-8019
URBANISTICA INFORMAZIONI,0392-5005
URBANISTICA INFORMAZIONI,2239-4222
URBANISTICA PVS,1125-6257
URBANISTICA QUADERNI,1129-6526
URBANISTICATRE,1973-9702
URUK,.
UTOPIA AND UTOPIANISM,1886-4120
VA. VALUTAZIONE AMBIENTALE,1826-2201
VALORI E VALUTAZIONI,2036-2404
"VALORS, IDEES, ACTITUDS",1887-0309
VALUTAZIONE AMBIENTALE,1609-7858
VARIA HISTÓRIA,0104-8775
VEDUTE,.
VENEZIA ARTI,0394-4298
VENEZIA CINQUECENTO,1125-1735
VENTRE,1724-9791
VERDE AMBIENTE,1122-6102
VERNACULAR ARCHITECTURE,0305-5477
VERONA ILLUSTRATA,1120-3226
VERTIGO,1492-8442
VESTNIK TOMSKOGO GOSUDARSTVENNOGO UNIVERSITETA. KULʹTUROLOGIÂ I ISKUSSTVOVEDENIE,2222-0836
V-ÍA ARQUITECTURA,1137-7402
VIES DE VILLES,1112-5284
VINGTIÈME SIÈCLE,1950-6678
"VINGTIÈME SIÈCLE, REVUE D'HISTOIRE",0294-1759
VIRTUAL ARCHAEOLOGY REVIEW,1989-9947
VISUAL RESOURCES,0197-3762
VITA E PENSIERO,0042-725X
VIVENS HOMO,1123-5470
VOLUME,1574-9401
VOYANTES,.
VS,0393-8255
WALLPAPER,1364-4475
WASTE MANAGEMENT,0956-053X
WATER AIR AND SOIL POLLUTION,0049-6979
WATER POLICY,1366-7017
WATER RESOURCES RESEARCH,0043-1397
WATER SCIENCE AND TECHNOLOGY,0273-1223
WEAR,0043-1648
WEB JOURNAL ON CULTURAL PATRIMONY,1827-8868
"WERK, BAUEN + WOHNEN",0257-9332
WETLANDS,0277-5212
WETTBEWERBE AKTUELL,0177-9788
WIENER JAHRBUCH FÜR KUNSTGESCHICHTE,0083-9981
WIND ENGINEERING,0309-524X
WORD & IMAGE,0266-6286
WORK,1051-9815
WORK,1875-9270
"WORLD ACADEMY OF SCIENCE, ENGINEERING AND TECHNOLOGY",2010-376X
WORLD ARCHITECTURE,0956-9758
WORLD HEALTH DESIGN,1654-9694
WORLD HERITAGE REVIEW,1020-4202
WORLD HOSPITALS AND HEALTH SERVICES,1029-0540
WORLD JOURNAL OF ENGINEERING,1708-5284
WSEAS TRANSACTIONS ON ENVIRONMENT AND DEVELOPMENT,1790-5079
WSEAS TRANSACTIONS ON SYSTEMS,1109-2777
XY,.
XYZ,0290-9057
YD YACHT DESIGN,1126-1153
YISHU YU SHEJI,1008-2832
ZAPRUDER,1723-0020
ZEITENBLICKE,1619-0459
ZEITSCHRIFT FÜR ÄGYPTISCHE SPRACHE UND ALTERTUMSKUNDE,0044-216X
ZESZYTY NAUKOWE POLITECHNIKI POZNANSKIEJ. ARCHITEKTURA I URBANISTYKA,1507-6407
ZIBALDONE,0930-8997
ZOLLTEXTE,1025-2479
ZONEMODA JOURNAL,2283-7043
"ΔΟΜΕΣ",.
